,data_representations,K1,B,factors,regularization,iterations,alpha,precision_at_k,map_at_k,ndcg_at_k
290,bm25,50.0,1.0,9,0.005,30,1,0.16157714672026566,0.09180962865401453,0.1543304458900096
291,bm25,50.0,1.0,9,0.01,10,1,0.16084246307181185,0.08664089799863674,0.14840012960629917
292,bm25,50.0,1.0,9,0.01,15,1,0.17237908296508042,0.09507211491077708,0.16071831834205436
293,bm25,50.0,1.0,9,0.01,30,1,0.17175643515402367,0.0969791436764839,0.16209287106563783
294,bm25,50.0,1.0,9,0.02,10,1,0.17387131347138743,0.09380188570042883,0.1605260487804216
295,bm25,50.0,1.0,9,0.02,15,1,0.1727127353157369,0.09609996772180243,0.1626251355397218
296,bm25,50.0,1.0,9,0.02,30,1,0.1667342655251124,0.09471763559602817,0.15759350244186948
297,bm25,50.0,1.0,10,0.005,10,1,0.16347082300955593,0.08802308626254476,0.15178234673419472
298,bm25,50.0,1.0,10,0.005,15,1,0.19388729509953234,0.1095649096682992,0.18243767198689312
299,bm25,50.0,1.0,10,0.005,30,1,0.1875147207143647,0.10718550384930166,0.17800486121165576
300,bm25,50.0,1.0,10,0.01,10,1,0.17744109566773725,0.09621830276868829,0.16421710250568444
301,bm25,50.0,1.0,10,0.01,15,1,0.1916635255802418,0.10596730690896465,0.17773724542167688
302,bm25,50.0,1.0,10,0.01,30,1,0.17814040877038795,0.10124413092513049,0.16928574991940723
303,bm25,50.0,1.0,10,0.02,10,1,0.1800113166603678,0.09791073273789902,0.16753249745713944
304,bm25,50.0,1.0,10,0.02,15,1,0.18926974228164706,0.10653774809248166,0.17820478708179105
305,bm25,50.0,1.0,10,0.02,30,1,0.18169698733262202,0.10126564146498604,0.1708000720338571
306,bm25,50.0,1.0,15,0.005,10,1,0.18747027966860597,0.1053566251038394,0.17689479751174658
307,bm25,50.0,1.0,15,0.005,15,1,0.18504825237502984,0.10365080183545519,0.17387477018628855
308,bm25,50.0,1.0,15,0.005,30,1,0.17216181217745355,0.10026308378204027,0.1655926762514296
309,bm25,50.0,1.0,15,0.01,10,1,0.18207014427623772,0.09888693051537557,0.1697519162008541
310,bm25,50.0,1.0,15,0.01,15,1,0.18666428687978143,0.10276512462713686,0.17409595376356496
311,bm25,50.0,1.0,15,0.01,30,1,0.1760300088068731,0.10014551699926007,0.167304432035064
312,bm25,50.0,1.0,15,0.02,10,1,0.18369143778296398,0.09986159400069766,0.17174909149459974
313,bm25,50.0,1.0,15,0.02,15,1,0.1909254542550153,0.1059173503921079,0.1792628246740038
314,bm25,50.0,1.0,15,0.02,30,1,0.16865039027817214,0.09762489381293875,0.1626529198360836
315,bm25,100.0,0.75,3,0.005,10,1,0.13472670744360496,0.0728892198680348,0.12465258701883494
316,bm25,100.0,0.75,3,0.005,15,1,0.14364679612901848,0.07956512882658218,0.13469861606977124
317,bm25,100.0,0.75,3,0.005,30,1,0.14637133426878676,0.08139344319025485,0.13828335356877675
318,bm25,100.0,0.75,3,0.01,10,1,0.13894016535635761,0.07546549921809172,0.12940225030335828
319,bm25,100.0,0.75,3,0.01,15,1,0.14470390363226496,0.0789642564917523,0.13500789724330126
320,bm25,100.0,0.75,3,0.01,30,1,0.14744460734830883,0.08089180210801945,0.13797920561566435
321,bm25,100.0,0.75,3,0.02,10,1,0.13764353331488188,0.0759525150018828,0.12930227312303122
322,bm25,100.0,0.75,3,0.02,15,1,0.14365346834371606,0.07912203128714254,0.13482275320466047
323,bm25,100.0,0.75,3,0.02,30,1,0.1530896037434832,0.08662147360727099,0.14548970760150404
324,bm25,100.0,0.75,6,0.005,10,1,0.15918962394608327,0.09375876537276859,0.15334350425399715
325,bm25,100.0,0.75,6,0.005,15,1,0.17884848292729297,0.10537928316381577,0.17163607748943524
326,bm25,100.0,0.75,6,0.005,30,1,0.18192546024972353,0.10564085133445981,0.17385205498643036
327,bm25,100.0,0.75,6,0.01,10,1,0.15982694464907343,0.09101489152520852,0.15050207026758974
328,bm25,100.0,0.75,6,0.01,15,1,0.1846043966118088,0.11029006795662717,0.17909292729756726
329,bm25,100.0,0.75,6,0.01,30,1,0.18062405358904265,0.105086606918954,0.1726744259853113
330,bm25,100.0,0.75,6,0.02,10,1,0.16371319133534804,0.09591058897616753,0.1562219826081662
331,bm25,100.0,0.75,6,0.02,15,1,0.19080965031396152,0.11222760572327717,0.18301575947098017
332,bm25,100.0,0.75,6,0.02,30,1,0.1822828511795862,0.10520029602763517,0.1719359645727272
333,bm25,100.0,0.75,7,0.005,10,1,0.17560470449002374,0.10333392822066809,0.16983667040073264
334,bm25,100.0,0.75,7,0.005,15,1,0.19059732876593824,0.1078395982540272,0.17923316306256604
335,bm25,100.0,0.75,7,0.005,30,1,0.19695225976742242,0.11619804748031559,0.18824576794992617
336,bm25,100.0,0.75,7,0.01,10,1,0.177844831335557,0.10260930720971458,0.169367401257649
337,bm25,100.0,0.75,7,0.01,15,1,0.19413348473811037,0.11139622569713226,0.18297801486205253
338,bm25,100.0,0.75,7,0.01,30,1,0.19437284759917628,0.11398254644325174,0.1859328136830595
339,bm25,100.0,0.75,7,0.02,10,1,0.1746823644461542,0.10127905632886314,0.1681554002735563
340,bm25,100.0,0.75,7,0.02,15,1,0.18980396953303222,0.1079510750761132,0.17911384454157328
341,bm25,100.0,0.75,7,0.02,30,1,0.19450687194602523,0.11362214275064267,0.1853177989633615
342,bm25,100.0,0.75,8,0.005,10,1,0.16774247280514237,0.095735841940231,0.16056075747669152
343,bm25,100.0,0.75,8,0.005,15,1,0.19738457453113278,0.11355330928943792,0.18703979993961942
344,bm25,100.0,0.75,8,0.005,30,1,0.19687766046498312,0.11273696659952566,0.18502761781569663
345,bm25,100.0,0.75,8,0.01,10,1,0.17736748732477645,0.10246630112781044,0.1694916199570154
346,bm25,100.0,0.75,8,0.01,15,1,0.19470192854073992,0.11410485860171304,0.18663174200920432
347,bm25,100.0,0.75,8,0.01,30,1,0.2029568425993198,0.11993785731035718,0.19503967611868633
348,bm25,100.0,0.75,8,0.02,10,1,0.17628521053692275,0.10016050326348358,0.1672881273929984
349,bm25,100.0,0.75,8,0.02,15,1,0.20514413405697995,0.12002625884859948,0.19399940298704493
350,bm25,100.0,0.75,8,0.02,30,1,0.2029738602185817,0.12131979410579952,0.19547524425256782
351,bm25,100.0,0.75,9,0.005,10,1,0.17038969222031838,0.09716050557722328,0.16271661511498053
352,bm25,100.0,0.75,9,0.005,15,1,0.19075115722249078,0.11167529139255668,0.18281987147930395
353,bm25,100.0,0.75,9,0.005,30,1,0.17660706495132011,0.10356397615343826,0.1705924506858602
354,bm25,100.0,0.75,9,0.01,10,1,0.1695579896117689,0.09709678980994971,0.1619494132136997
355,bm25,100.0,0.75,9,0.01,15,1,0.186734215042545,0.10767224535851413,0.17776892389093316
356,bm25,100.0,0.75,9,0.01,30,1,0.1740496162274972,0.1043280335866168,0.17095808996160952
357,bm25,100.0,0.75,9,0.02,10,1,0.1757894948594847,0.10014544876685638,0.16781541703949757
358,bm25,100.0,0.75,9,0.02,15,1,0.1919077621479253,0.10940270343055225,0.1800430246277319
359,bm25,100.0,0.75,9,0.02,30,1,0.1778061524445789,0.10569041133860617,0.17318722183873447
360,bm25,100.0,0.75,10,0.005,10,1,0.18157499977151356,0.10636192817648993,0.17377306582241353
361,bm25,100.0,0.75,10,0.005,15,1,0.1927102279355031,0.10840522822226388,0.18134578685606523
362,bm25,100.0,0.75,10,0.005,30,1,0.20388400452465513,0.12049562792681953,0.1956569754320174
363,bm25,100.0,0.75,10,0.01,10,1,0.1839334175940639,0.10627180003534256,0.1757204745068157
364,bm25,100.0,0.75,10,0.01,15,1,0.1960379372606607,0.11295231021983872,0.18573468271889212
365,bm25,100.0,0.75,10,0.01,30,1,0.2033268446901552,0.1203528882299127,0.19447034595636709
366,bm25,100.0,0.75,10,0.02,10,1,0.1929630061967546,0.11337858624099113,0.1854984881315712
367,bm25,100.0,0.75,10,0.02,15,1,0.20282936295126067,0.11604675203652973,0.19113366119109057
368,bm25,100.0,0.75,10,0.02,30,1,0.19912257547909315,0.11726213369698968,0.19104119509572734
369,bm25,100.0,0.75,15,0.005,10,1,0.18484668894396392,0.10557962617672241,0.17542406925833381
370,bm25,100.0,0.75,15,0.005,15,1,0.1974234218997101,0.11356114289188146,0.1894675042172495
371,bm25,100.0,0.75,15,0.005,30,1,0.1744726699607945,0.10152541709109122,0.1682487322252137
372,bm25,100.0,0.75,15,0.01,10,1,0.1951587305753985,0.11192201966594142,0.18494343540249347
373,bm25,100.0,0.75,15,0.01,15,1,0.19829296107346267,0.1172940457438278,0.19230177440852464
374,bm25,100.0,0.75,15,0.01,30,1,0.18942825119376933,0.11231167408272329,0.18338927892489462
375,bm25,100.0,0.75,15,0.02,10,1,0.19309546728984034,0.11307344274401768,0.18566637800784921
376,bm25,100.0,0.75,15,0.02,15,1,0.19885266868864115,0.11476895756348866,0.1900248257134279
377,bm25,100.0,0.75,15,0.02,30,1,0.18703724160943644,0.10965510557001801,0.17993273919126987
378,bm25,100.0,1.0,3,0.005,10,1,0.12435984480191449,0.0610126239151398,0.1107822326458356
379,bm25,100.0,1.0,3,0.005,15,1,0.13860998494582422,0.071258744953519,0.12635953557746443
380,bm25,100.0,1.0,3,0.005,30,1,0.14333159593972125,0.07449781054034603,0.1308224355062374
381,bm25,100.0,1.0,3,0.01,10,1,0.12565452808031144,0.06333135822815031,0.11370707991664124
382,bm25,100.0,1.0,3,0.01,15,1,0.14118368658014288,0.07444977607983788,0.13024500085556742
383,bm25,100.0,1.0,3,0.01,30,1,0.14487309133144108,0.07665556656658712,0.13277132721152382
384,bm25,100.0,1.0,3,0.02,10,1,0.13082412124402185,0.06377827139799067,0.1159291142504609
385,bm25,100.0,1.0,3,0.02,15,1,0.13863229588067438,0.06946765414525372,0.12301345428299386
386,bm25,100.0,1.0,3,0.02,30,1,0.14523680309804918,0.07733868983024608,0.1342763197960827
387,bm25,100.0,1.0,6,0.005,10,1,0.1559945355653725,0.08390600437408549,0.14149398134054766
388,bm25,100.0,1.0,6,0.005,15,1,0.1711011803373799,0.09656941787237776,0.15956391371661421
389,bm25,100.0,1.0,6,0.005,30,1,0.17850743507248285,0.10085742098919952,0.1681782427017026
390,bm25,100.0,1.0,6,0.01,10,1,0.15550727182323937,0.08535280312947073,0.14482382200493615
391,bm25,100.0,1.0,6,0.01,15,1,0.17580326961900494,0.09687481309445775,0.16277558535597664
392,bm25,100.0,1.0,6,0.01,30,1,0.17462057716735296,0.09666981630139737,0.1623722638382154
393,bm25,100.0,1.0,6,0.02,10,1,0.15796108546963553,0.0878881871926139,0.14734733787601104
394,bm25,100.0,1.0,6,0.02,15,1,0.17648108932213077,0.0967453697756407,0.16250592039951203
395,bm25,100.0,1.0,6,0.02,30,1,0.17911800759525542,0.10308162145888336,0.16930360799218183
396,bm25,100.0,1.0,7,0.005,10,1,0.164739839922061,0.0857572346492687,0.14849648241778385
397,bm25,100.0,1.0,7,0.005,15,1,0.18318814971866954,0.10382023277375274,0.17211793602797149
398,bm25,100.0,1.0,7,0.005,30,1,0.18288776012271132,0.10290103942659463,0.17100145834877392
399,bm25,100.0,1.0,7,0.01,10,1,0.16072958000021265,0.08235547913074819,0.1445464106573412
400,bm25,100.0,1.0,7,0.01,15,1,0.17319678340422903,0.09246660650570349,0.15672679050445218
401,bm25,100.0,1.0,7,0.01,30,1,0.18487922192442316,0.10611645474689865,0.1744932515783724
402,bm25,100.0,1.0,7,0.02,10,1,0.16211140736219826,0.08422802451783472,0.14525755079135488
403,bm25,100.0,1.0,7,0.02,15,1,0.18079598965490712,0.09513070133155493,0.16242374861707623
404,bm25,100.0,1.0,7,0.02,30,1,0.17877139311994344,0.10055086791439019,0.16732931464472087
405,bm25,100.0,1.0,8,0.005,10,1,0.16794356323697907,0.09024317765338123,0.15492605592238795
406,bm25,100.0,1.0,8,0.005,15,1,0.1906132784694476,0.10463830046386022,0.17514612078767808
407,bm25,100.0,1.0,8,0.005,30,1,0.1925264100982153,0.10786167729833271,0.17898803906974486
408,bm25,100.0,1.0,8,0.01,10,1,0.17262002654129557,0.09321741635550267,0.1593125277375124
409,bm25,100.0,1.0,8,0.01,15,1,0.18686851619714326,0.09905848764072334,0.1697422771731774
410,bm25,100.0,1.0,8,0.01,30,1,0.1954758576590437,0.11063256327018596,0.1823707364170331
411,bm25,100.0,1.0,8,0.02,10,1,0.1578695298620909,0.08316532687271991,0.14572227803444665
412,bm25,100.0,1.0,8,0.02,15,1,0.19142135423627843,0.10258395459453758,0.1732566043332148
413,bm25,100.0,1.0,8,0.02,30,1,0.19911897408230123,0.11113748427178564,0.18457551527743493
414,bm25,100.0,1.0,9,0.005,10,1,0.1659057035784944,0.08356099238115232,0.14710635714753423
415,bm25,100.0,1.0,9,0.005,15,1,0.16861138765139014,0.09523344508145258,0.15956518323590313
416,bm25,100.0,1.0,9,0.005,30,1,0.1594014163040281,0.08756807034507937,0.14857312376142762
417,bm25,100.0,1.0,9,0.01,10,1,0.1556168716453409,0.08367982263023625,0.14328479647508358
418,bm25,100.0,1.0,9,0.01,15,1,0.15583305987884283,0.08526681063077482,0.14609184291485913
419,bm25,100.0,1.0,9,0.01,30,1,0.15394958329392058,0.08628291611067487,0.14632732525005837
420,bm25,100.0,1.0,9,0.02,10,1,0.16259568296792848,0.08597569380638287,0.14866569204068597
421,bm25,100.0,1.0,9,0.02,15,1,0.15730412523798043,0.08631659564603132,0.14881589700563985
422,bm25,100.0,1.0,9,0.02,30,1,0.15975595101867307,0.08888537695177427,0.15044704931759142
423,bm25,100.0,1.0,10,0.005,10,1,0.17323202537875199,0.09545241995403543,0.16223827423356688
424,bm25,100.0,1.0,10,0.005,15,1,0.18100589464094197,0.10192884148211157,0.17143793241873534
425,bm25,100.0,1.0,10,0.005,30,1,0.17929104708593185,0.09935482069710562,0.16819531234068658
426,bm25,100.0,1.0,10,0.01,10,1,0.17318345737383725,0.09493352174936062,0.16166661916109906
427,bm25,100.0,1.0,10,0.01,15,1,0.18118135561595086,0.10136122347724083,0.1707365681356164
428,bm25,100.0,1.0,10,0.01,30,1,0.18177745140314625,0.10344270905640943,0.17271398360492546
429,bm25,100.0,1.0,10,0.02,10,1,0.17052382132467975,0.09106157398098566,0.15687110124462392
430,bm25,100.0,1.0,10,0.02,15,1,0.19642457824385068,0.1105333186665344,0.18404585688244604
431,bm25,100.0,1.0,10,0.02,30,1,0.1830017001414778,0.10561991544803725,0.17529380930784627
432,bm25,100.0,1.0,15,0.005,10,1,0.17778302498839854,0.0984950337057838,0.16621964699162103
433,bm25,100.0,1.0,15,0.005,15,1,0.18587233967907704,0.1052058980790486,0.1766555912260518
434,bm25,100.0,1.0,15,0.005,30,1,0.18078443874214137,0.10037541733550448,0.16989072765296886
435,bm25,100.0,1.0,15,0.01,10,1,0.17246813015895118,0.09292145670545159,0.1595443942408177
436,bm25,100.0,1.0,15,0.01,15,1,0.19985474088235533,0.11521329727318949,0.19100071983808792
437,bm25,100.0,1.0,15,0.01,30,1,0.17615994659431317,0.1012278490816507,0.16859880087897325
438,bm25,100.0,1.0,15,0.02,10,1,0.18159464722300778,0.1001169826377469,0.17059601832985866
439,bm25,100.0,1.0,15,0.02,15,1,0.1967753754079877,0.11170158027587063,0.18555954811768294
440,bm25,100.0,1.0,15,0.02,30,1,0.16966161413659195,0.09747892530383963,0.16311878289297965
441,bm25,120.0,0.75,3,0.005,10,1,0.13613376999996146,0.07518089534642816,0.12810493384699334
442,bm25,120.0,0.75,3,0.005,15,1,0.14306807612704125,0.07778101550891256,0.13292370856664998
443,bm25,120.0,0.75,3,0.005,30,1,0.14883717177766914,0.08288695881128805,0.14065142162810085
444,bm25,120.0,0.75,3,0.01,10,1,0.13963758589151415,0.07849933754459178,0.13264223924070634
445,bm25,120.0,0.75,3,0.01,15,1,0.13928563786182502,0.07451872165623075,0.1287321730301821
446,bm25,120.0,0.75,3,0.01,30,1,0.14415496153971244,0.079817775219383,0.13532275922521417
447,bm25,120.0,0.75,3,0.02,10,1,0.13329823921289666,0.07482593688514574,0.1263314335080591
448,bm25,120.0,0.75,3,0.02,15,1,0.13965963820709942,0.07481637430201812,0.12880704271573734
449,bm25,120.0,0.75,3,0.02,30,1,0.15307768463612964,0.08558587412509829,0.14389196798385623
450,bm25,120.0,0.75,6,0.005,10,1,0.1631617359886382,0.0953259620304553,0.15614307287588397
451,bm25,120.0,0.75,6,0.005,15,1,0.18690894893119836,0.10925088752582561,0.17690517102294578
452,bm25,120.0,0.75,6,0.005,30,1,0.1822930304535731,0.1059424091317713,0.1737140757507208
453,bm25,120.0,0.75,6,0.01,10,1,0.16713079794926958,0.09524448192036153,0.1574572620471065
454,bm25,120.0,0.75,6,0.01,15,1,0.18788605023638688,0.11097374586457671,0.17988700069126232
455,bm25,120.0,0.75,6,0.01,30,1,0.1850981700335909,0.10998324439115437,0.1776830562301953
456,bm25,120.0,0.75,6,0.02,10,1,0.1661649538067838,0.09428838202317674,0.15524739951243088
457,bm25,120.0,0.75,6,0.02,15,1,0.17867146680077634,0.10745334892970418,0.17312364320635454
458,bm25,120.0,0.75,6,0.02,30,1,0.18722243792709894,0.10959135456934328,0.17791634529436157
459,bm25,120.0,0.75,7,0.005,10,1,0.17373324180014038,0.09993437731328211,0.16500997490385788
460,bm25,120.0,0.75,7,0.005,15,1,0.1848483014994542,0.10721905612817899,0.17700840373957635
461,bm25,120.0,0.75,7,0.005,30,1,0.19530852724794184,0.11331152419715469,0.18482246850849704
462,bm25,120.0,0.75,7,0.01,10,1,0.1738665359671241,0.10060501545554652,0.16509555576088636
463,bm25,120.0,0.75,7,0.01,15,1,0.18800516901995237,0.10784062443139213,0.17865973297582377
464,bm25,120.0,0.75,7,0.01,30,1,0.19505565529836116,0.1151397792677109,0.18723844520731311
465,bm25,120.0,0.75,7,0.02,10,1,0.17003530525610772,0.09738155921229022,0.16220757295997665
466,bm25,120.0,0.75,7,0.02,15,1,0.1880245501854445,0.10815656830421487,0.17909463716791943
467,bm25,120.0,0.75,7,0.02,30,1,0.1962668373876127,0.11604653103354139,0.18800478796151954
468,bm25,120.0,0.75,8,0.005,10,1,0.17751004256706984,0.1021181685831831,0.16906668293821975
469,bm25,120.0,0.75,8,0.005,15,1,0.196241307309134,0.11707469975861955,0.1889335207710412
470,bm25,120.0,0.75,8,0.005,30,1,0.2009859921789972,0.11797554352158754,0.19123784154138682
471,bm25,120.0,0.75,8,0.01,10,1,0.18525430940533807,0.10720017844858794,0.17648128081380315
472,bm25,120.0,0.75,8,0.01,15,1,0.19293900644526998,0.11190235740900671,0.1842297312992186
473,bm25,120.0,0.75,8,0.01,30,1,0.20308748385389133,0.12023878919335548,0.19476552654858378
474,bm25,120.0,0.75,8,0.02,10,1,0.1841885191874972,0.10465703822400955,0.1745580939582962
475,bm25,120.0,0.75,8,0.02,15,1,0.19921044983630892,0.11731675769616814,0.19141936423398606
476,bm25,120.0,0.75,8,0.02,30,1,0.19981126549482214,0.11818682010258319,0.19146301074709302
477,bm25,120.0,0.75,9,0.005,10,1,0.17473796525224636,0.0985922523544465,0.16467742059540957
478,bm25,120.0,0.75,9,0.005,15,1,0.19765988331781156,0.11619095685366779,0.18968607163312443
479,bm25,120.0,0.75,9,0.005,30,1,0.1708833513191436,0.101666263853372,0.16647972319309687
480,bm25,120.0,0.75,9,0.01,10,1,0.1777965337720689,0.10185450889165497,0.17123243667086913
481,bm25,120.0,0.75,9,0.01,15,1,0.19263109897087843,0.11216450620542343,0.18458532037257688
482,bm25,120.0,0.75,9,0.01,30,1,0.1757159646135314,0.10354406777905101,0.17054980258680258
483,bm25,120.0,0.75,9,0.02,10,1,0.18193123125181465,0.1039305234631895,0.17341340138455
484,bm25,120.0,0.75,9,0.02,15,1,0.19391589220528055,0.1128223995890846,0.18394325795537245
485,bm25,120.0,0.75,9,0.02,30,1,0.17778497264660525,0.10521500650420443,0.1730770621416438
486,bm25,120.0,0.75,10,0.005,10,1,0.191664406474697,0.11230970322765747,0.18395070191211782
487,bm25,120.0,0.75,10,0.005,15,1,0.19070990356250464,0.1124205334028924,0.18526867459028185
488,bm25,120.0,0.75,10,0.005,30,1,0.19676845587046826,0.11492401736643272,0.18775139127288135
489,bm25,120.0,0.75,10,0.01,10,1,0.1896655486786007,0.11144273927868249,0.18204951417173865
490,bm25,120.0,0.75,10,0.01,15,1,0.1946589709585722,0.11413354870507612,0.18657728909964666
491,bm25,120.0,0.75,10,0.01,30,1,0.20216534336462816,0.11629802321356056,0.19119263079039991
492,bm25,120.0,0.75,10,0.02,10,1,0.19401190075114788,0.11562754646062594,0.1864738544351324
493,bm25,120.0,0.75,10,0.02,15,1,0.20200885813383446,0.11842027122252163,0.19313884134879097
494,bm25,120.0,0.75,10,0.02,30,1,0.19726533889422773,0.11854599731065976,0.1922185664196368
495,bm25,120.0,0.75,15,0.005,10,1,0.19474839428219654,0.11337198204816383,0.18736669189579325
496,bm25,120.0,0.75,15,0.005,15,1,0.19585393623287284,0.11340279383959077,0.18834183647599065
497,bm25,120.0,0.75,15,0.005,30,1,0.18153331698770875,0.10552391036737777,0.17409826774822462
498,bm25,120.0,0.75,15,0.01,10,1,0.18545225639333757,0.10972303899268857,0.18225521107670156
499,bm25,120.0,0.75,15,0.01,15,1,0.1967106146028962,0.11268747716155661,0.18753494359026318
500,bm25,120.0,0.75,15,0.01,30,1,0.18036171842052415,0.10509099950423076,0.17440468304549023
501,bm25,120.0,0.75,15,0.02,10,1,0.19565120034001665,0.11286857075926245,0.18759535854380427
502,bm25,120.0,0.75,15,0.02,15,1,0.19806701934786314,0.11845114025279857,0.1928996135538948
503,bm25,120.0,0.75,15,0.02,30,1,0.18215790518919667,0.10815340898728565,0.1773451153687801
504,bm25,120.0,1.0,3,0.005,10,1,0.12426422595535269,0.06055888339373543,0.11016376797184942
505,bm25,120.0,1.0,3,0.005,15,1,0.1380049102832638,0.07307562284691985,0.1274761356421617
506,bm25,120.0,1.0,3,0.005,30,1,0.142619403715503,0.07529590230505605,0.1308843465191254
507,bm25,120.0,1.0,3,0.01,10,1,0.1337312193143563,0.07038317771987299,0.12344049774852013
508,bm25,120.0,1.0,3,0.01,15,1,0.1443604966825623,0.07310444020202989,0.1292631600787431
509,bm25,120.0,1.0,3,0.01,30,1,0.14333598221117655,0.07636574988896742,0.1322003769685996
510,bm25,120.0,1.0,3,0.02,10,1,0.1338791150627421,0.06926645862283146,0.12188469903879047
511,bm25,120.0,1.0,3,0.02,15,1,0.13885682127045249,0.06813481649786744,0.12286724710463115
512,bm25,120.0,1.0,3,0.02,30,1,0.14336647491406787,0.07645836976092613,0.13287985704274816
513,bm25,120.0,1.0,6,0.005,10,1,0.15164813447576253,0.07908558953169298,0.13635238295791435
514,bm25,120.0,1.0,6,0.005,15,1,0.17963478495888135,0.10130610313355352,0.16840527536299818
515,bm25,120.0,1.0,6,0.005,30,1,0.17530017993192282,0.09816487384396781,0.16515478303601122
516,bm25,120.0,1.0,6,0.01,10,1,0.15598564735871193,0.08249870820566059,0.14085644726844568
517,bm25,120.0,1.0,6,0.01,15,1,0.17294087629326865,0.09723117678456741,0.16286038603856384
518,bm25,120.0,1.0,6,0.01,30,1,0.17076844193962953,0.09438613415669794,0.15951347174734792
519,bm25,120.0,1.0,6,0.02,10,1,0.1551521913527598,0.0843035446704611,0.14293921049890407
520,bm25,120.0,1.0,6,0.02,15,1,0.16883566142807085,0.09150217075195352,0.15493658178708225
521,bm25,120.0,1.0,6,0.02,30,1,0.17777824282484217,0.09783783069121081,0.16485218192606207
522,bm25,120.0,1.0,7,0.005,10,1,0.16593574223126387,0.08614710324691757,0.14862233529250263
523,bm25,120.0,1.0,7,0.005,15,1,0.1808493821121018,0.09992215400971427,0.1675631928558888
524,bm25,120.0,1.0,7,0.005,30,1,0.17913470637206014,0.10145522071888731,0.1685701251257639
525,bm25,120.0,1.0,7,0.01,10,1,0.1706888055210199,0.0886945638443982,0.15307184535019802
526,bm25,120.0,1.0,7,0.01,15,1,0.17650026552584475,0.09730899328253857,0.16228052417102728
527,bm25,120.0,1.0,7,0.01,30,1,0.1840581303325261,0.10634077853623265,0.1735885133217454
528,bm25,120.0,1.0,7,0.02,10,1,0.16377523672602634,0.08377172536626241,0.1469075151493881
529,bm25,120.0,1.0,7,0.02,15,1,0.17878842099237663,0.09697744317602394,0.1630911865609055
530,bm25,120.0,1.0,7,0.02,30,1,0.1880674817144075,0.10716169520018785,0.1775404874040672
531,bm25,120.0,1.0,8,0.005,10,1,0.16564060874631403,0.09108197083195772,0.1551349215631677
532,bm25,120.0,1.0,8,0.005,15,1,0.1883423518411758,0.10369501791784778,0.1748082585782688
533,bm25,120.0,1.0,8,0.005,30,1,0.19546265232904328,0.11240716213762965,0.1846859278868215
534,bm25,120.0,1.0,8,0.01,10,1,0.1636443861465848,0.08567031338633055,0.14854228587216045
535,bm25,120.0,1.0,8,0.01,15,1,0.1877549960652797,0.10127333493424714,0.17189572688522475
536,bm25,120.0,1.0,8,0.01,30,1,0.1939414088391725,0.11153384267568142,0.18404019239474928
537,bm25,120.0,1.0,8,0.02,10,1,0.16117214495261578,0.08593490315090006,0.14825588269873946
538,bm25,120.0,1.0,8,0.02,15,1,0.18943474423095324,0.10111902827957456,0.1721024643036702
539,bm25,120.0,1.0,8,0.02,30,1,0.20163806281273203,0.11230914124219557,0.18712631414455835
540,bm25,120.0,1.0,9,0.005,10,1,0.15417934787907286,0.07832006198287131,0.13837902358129378
541,bm25,120.0,1.0,9,0.005,15,1,0.16313698303029298,0.09078403930687495,0.15472701034593
542,bm25,120.0,1.0,9,0.005,30,1,0.15902509217888197,0.08770161172566747,0.1479919228715733
543,bm25,120.0,1.0,9,0.01,10,1,0.16277003062384354,0.08551760590416915,0.1475402826567488
544,bm25,120.0,1.0,9,0.01,15,1,0.1585445448440101,0.0837023021207306,0.1452157481617789
545,bm25,120.0,1.0,9,0.01,30,1,0.14995344867153626,0.08416125295625718,0.14245311715818826
546,bm25,120.0,1.0,9,0.02,10,1,0.16380100552160023,0.08693487364228193,0.15051153380657273
547,bm25,120.0,1.0,9,0.02,15,1,0.1637078607046533,0.09069494624296819,0.1536489069374496
548,bm25,120.0,1.0,9,0.02,30,1,0.158600256506397,0.08823547702221754,0.14963046452620887
549,bm25,120.0,1.0,10,0.005,10,1,0.17492981826779433,0.09553716231123342,0.16311407033910783
550,bm25,120.0,1.0,10,0.005,15,1,0.18141270037715623,0.09905674105130037,0.16973846783912663
551,bm25,120.0,1.0,10,0.005,30,1,0.17647165814674493,0.09750150141173188,0.16633021687291158
552,bm25,120.0,1.0,10,0.01,10,1,0.17201952925582348,0.0917439015744069,0.1589739084822988
553,bm25,120.0,1.0,10,0.01,15,1,0.18191445487924116,0.10115664997102344,0.17043952880072688
554,bm25,120.0,1.0,10,0.01,30,1,0.17438924828904945,0.0982366115120995,0.1645727746856444
555,bm25,120.0,1.0,10,0.02,10,1,0.17048043818780262,0.09167781569485456,0.15776429490121738
556,bm25,120.0,1.0,10,0.02,15,1,0.19107777741513127,0.10650786739268048,0.17930497101610166
557,bm25,120.0,1.0,10,0.02,30,1,0.18632633089072334,0.1068892112608609,0.1782923832870726
558,bm25,120.0,1.0,15,0.005,10,1,0.18436414518677852,0.10516959814632787,0.17594376908569193
559,bm25,120.0,1.0,15,0.005,15,1,0.18900824708594052,0.10275717700687444,0.17620268861227992
560,bm25,120.0,1.0,15,0.005,30,1,0.1631470205113727,0.09312539324653277,0.15450645780718633
561,bm25,120.0,1.0,15,0.01,10,1,0.17415498317470873,0.09558930829890103,0.16304104989099683
562,bm25,120.0,1.0,15,0.01,15,1,0.19144311669048958,0.10579312483334757,0.1791513752702253
