,data_representations,K1,B,factors,regularization,iterations,alpha,precision_at_k,map_at_k,ndcg_at_k
107,Normalized,,,9,0.02,30,1,0.32674403348710584,0.2167704678210738,0.31585480528443466
108,Normalized,,,10,0.005,10,1,0.29498738167672633,0.1882535977727998,0.2807557997648976
109,Normalized,,,10,0.005,15,1,0.31348764360258297,0.20527737035030208,0.3002206908458236
110,Normalized,,,10,0.005,30,1,0.3087119925549197,0.203277005456951,0.2987878414105044
111,Normalized,,,10,0.01,10,1,0.3079206865322445,0.20022808432174605,0.29610800366310996
112,Normalized,,,10,0.01,15,1,0.32302869183708294,0.21042817418911008,0.30696357924816386
113,Normalized,,,10,0.01,30,1,0.31627503650690264,0.20493998493259272,0.30121495481106003
114,Normalized,,,10,0.02,10,1,0.3041486523546978,0.19699708520530906,0.2911730046611148
115,Normalized,,,10,0.02,15,1,0.32538465319339327,0.21676908591226285,0.31480022624247084
116,Normalized,,,10,0.02,30,1,0.33157993105609823,0.22263950473162114,0.32155759941014955
117,Normalized,,,15,0.005,10,1,0.2906412485086708,0.1854255481443349,0.2778151017606171
118,Normalized,,,15,0.005,15,1,0.29775732210048533,0.1935643011684655,0.28825217329150443
119,Normalized,,,15,0.005,30,1,0.3254140764227572,0.2074231546522145,0.3086527391280723
120,Normalized,,,15,0.01,10,1,0.28395223878331605,0.18297470342896344,0.2725816431690135
121,Normalized,,,15,0.01,15,1,0.3065019244221996,0.1992883358791207,0.2966383186652619
122,Normalized,,,15,0.01,30,1,0.3246285614906849,0.21197061452049643,0.3108605291872196
123,Normalized,,,15,0.02,10,1,0.30542724881205957,0.19768571277518004,0.29350089641415156
124,Normalized,,,15,0.02,15,1,0.3056763953905043,0.19904541430479403,0.2941837293658698
125,Normalized,,,15,0.02,30,1,0.3254214357094483,0.21521292471947234,0.3146066802239771
126,tfidf,,,3,0.005,10,1,0.1272350406490527,0.07030762801707549,0.12036085140847486
127,tfidf,,,3,0.005,15,1,0.1495164204774631,0.0842099610137361,0.1407728266301377
128,tfidf,,,3,0.005,30,1,0.14766083404117006,0.08252491743995696,0.1384830664478344
129,tfidf,,,3,0.01,10,1,0.13184723730928644,0.07291574069604448,0.12410641057661631
130,tfidf,,,3,0.01,15,1,0.14742268449672452,0.08364638451919015,0.1392367063645531
131,tfidf,,,3,0.01,30,1,0.14930951748450694,0.08472916549758654,0.1416088903982167
132,tfidf,,,3,0.02,10,1,0.13219551648889316,0.07414734885606233,0.1261428424389037
133,tfidf,,,3,0.02,15,1,0.14614373447528603,0.08344613323410348,0.13946392113795752
134,tfidf,,,3,0.02,30,1,0.15037786019703184,0.08557078780407538,0.14246721918410593
135,tfidf,,,6,0.005,10,1,0.16691100424499544,0.09757875000115718,0.15996713127419246
136,tfidf,,,6,0.005,15,1,0.1817614806455271,0.10696853895828558,0.17296882320402696
137,tfidf,,,6,0.005,30,1,0.18236594574294035,0.10448366794883461,0.17236642050593146
138,tfidf,,,6,0.01,10,1,0.16616285505349343,0.09719321925361665,0.15778503415374498
139,tfidf,,,6,0.01,15,1,0.18257378794161552,0.10652597497482472,0.17393050484631276
140,tfidf,,,6,0.01,30,1,0.1782187114462947,0.10189213180061078,0.16898065709823915
141,tfidf,,,6,0.02,10,1,0.16009792628605662,0.09364640446705652,0.154211094918035
142,tfidf,,,6,0.02,15,1,0.1874179215546696,0.1096684761209005,0.178302097799306
143,tfidf,,,6,0.02,30,1,0.17964165185523712,0.10670050356022669,0.17381826777744275
144,tfidf,,,7,0.005,10,1,0.17997632455617332,0.10389136196553858,0.17123902468250846
145,tfidf,,,7,0.005,15,1,0.1878481982468045,0.10670298889508563,0.17606868535457382
146,tfidf,,,7,0.005,30,1,0.1866308395108887,0.10696898772552188,0.17720702884027345
147,tfidf,,,7,0.01,10,1,0.17595611500898825,0.10132904140138192,0.1673062772157426
148,tfidf,,,7,0.01,15,1,0.1971725421688575,0.11585384821121347,0.18845960154991784
149,tfidf,,,7,0.01,30,1,0.1907160045449364,0.11276700531139454,0.18344109555349433
150,tfidf,,,7,0.02,10,1,0.17141998614410753,0.10069451198585226,0.1653722046414531
151,tfidf,,,7,0.02,15,1,0.18706511586793567,0.10820982553652966,0.17694441381878068
152,tfidf,,,7,0.02,30,1,0.1924868452396358,0.11381533886212988,0.18553417686979484
153,tfidf,,,8,0.005,10,1,0.18358728458830742,0.1088825040532327,0.17839988984023877
154,tfidf,,,8,0.005,15,1,0.19703102541029455,0.11361095202073748,0.18680004693907915
155,tfidf,,,8,0.005,30,1,0.19577337170456327,0.11301467894566977,0.18552140579419124
156,tfidf,,,8,0.01,10,1,0.19254760766003964,0.1110591972450592,0.18197567164500533
157,tfidf,,,8,0.01,15,1,0.1968210168440284,0.11348568475511327,0.1860460350440623
158,tfidf,,,8,0.01,30,1,0.19305947408103008,0.11431393007307603,0.18683823364476432
159,tfidf,,,8,0.02,10,1,0.1825376834622411,0.10763209261614978,0.17623704065054607
160,tfidf,,,8,0.02,15,1,0.19478385331695594,0.11267559536579894,0.1849194681441325
161,tfidf,,,8,0.02,30,1,0.19459260698356445,0.11148448799100526,0.18430214063620345
162,tfidf,,,9,0.005,10,1,0.1734322097254261,0.10024311074158983,0.16540266267126474
163,tfidf,,,9,0.005,15,1,0.18945176236557865,0.10797249237165359,0.17871014921985523
164,tfidf,,,9,0.005,30,1,0.19540511062341995,0.11280189395745906,0.18601162752515474
165,tfidf,,,9,0.01,10,1,0.17715849371389367,0.10139595988997405,0.16765396175387154
166,tfidf,,,9,0.01,15,1,0.19354060588823874,0.11391318117036242,0.18548322420642677
167,tfidf,,,9,0.01,30,1,0.19320226348353972,0.11351899682815422,0.18528256267305881
168,tfidf,,,9,0.02,10,1,0.17343791188356975,0.10079782457262401,0.16714924343462276
169,tfidf,,,9,0.02,15,1,0.19319066787868383,0.11318886039757717,0.18509286318129903
170,tfidf,,,9,0.02,30,1,0.19467657409831504,0.11696165656441312,0.18867819794190638
171,tfidf,,,10,0.005,10,1,0.18858265023515033,0.11128213997626202,0.18151938597689132
172,tfidf,,,10,0.005,15,1,0.20637122340570696,0.12217782282739728,0.19693747192228267
173,tfidf,,,10,0.005,30,1,0.19771267684590374,0.12150486798551048,0.19450284098539564
174,tfidf,,,10,0.01,10,1,0.19645523548747215,0.11603500420825338,0.18837702461792666
175,tfidf,,,10,0.01,15,1,0.19932004987380195,0.11703770029842879,0.19081783189906049
176,tfidf,,,10,0.01,30,1,0.21144569356965398,0.13041182285205968,0.20761848066603653
177,tfidf,,,10,0.02,10,1,0.19574926109785262,0.11616979588964324,0.18732144143721655
178,tfidf,,,10,0.02,15,1,0.20145257539895772,0.1202156800985847,0.19406425642465605
179,tfidf,,,10,0.02,30,1,0.21369454103160077,0.1304843504774246,0.2069349819791578
180,tfidf,,,15,0.005,10,1,0.19648641693624525,0.11367020335535612,0.18776340411786824
181,tfidf,,,15,0.005,15,1,0.2077487752323174,0.12625902378697842,0.20339653430496454
182,tfidf,,,15,0.005,30,1,0.20871074238902426,0.12052422680901227,0.19878661628900346
183,tfidf,,,15,0.01,10,1,0.1996894615480047,0.11996148926132562,0.1942698384939285
184,tfidf,,,15,0.01,15,1,0.20521002111002445,0.12156695653754705,0.19672618789603297
185,tfidf,,,15,0.01,30,1,0.20188500198132076,0.11676673296749414,0.19286635697717272
186,tfidf,,,15,0.02,10,1,0.2018560059695556,0.11815289155346324,0.19294122820236076
187,tfidf,,,15,0.02,15,1,0.21186872500950676,0.1273389861312401,0.2039323539670625
188,tfidf,,,15,0.02,30,1,0.21272958929842792,0.1252895289298465,0.20305182673451255
189,bm25,50.0,0.75,3,0.005,10,1,0.14092440990847627,0.07891615294349763,0.13343641566102496
190,bm25,50.0,0.75,3,0.005,15,1,0.1342640249907263,0.07036691559576976,0.12368705311098242
191,bm25,50.0,0.75,3,0.005,30,1,0.1483577856750376,0.0834948295435807,0.14130119750545223
192,bm25,50.0,0.75,3,0.01,10,1,0.135965237248417,0.07418638264975339,0.12724829021866393
193,bm25,50.0,0.75,3,0.01,15,1,0.14140865940144984,0.07705651230186934,0.13164405431487977
194,bm25,50.0,0.75,3,0.01,30,1,0.14977437373093838,0.0843351147234949,0.1422969174846253
195,bm25,50.0,0.75,3,0.02,10,1,0.14056876361554282,0.08019805977852348,0.13386207767139688
196,bm25,50.0,0.75,3,0.02,15,1,0.1362657746986145,0.07424229192331613,0.12731612065568124
197,bm25,50.0,0.75,3,0.02,30,1,0.1554375368418436,0.08684605712237722,0.14572493279374962
198,bm25,50.0,0.75,6,0.005,10,1,0.16478394270584032,0.0951407386121071,0.15599906680892034
199,bm25,50.0,0.75,6,0.005,15,1,0.1835083991126322,0.10904213498361344,0.17637116570497005
200,bm25,50.0,0.75,6,0.005,30,1,0.18476489097005783,0.1088412870380906,0.17605298309593229
201,bm25,50.0,0.75,6,0.01,10,1,0.1590348164425605,0.09070802668042235,0.1503071480289691
202,bm25,50.0,0.75,6,0.01,15,1,0.18948994127655733,0.11098142420284011,0.18012136344045424
203,bm25,50.0,0.75,6,0.01,30,1,0.1815727371591313,0.10630151788005975,0.17333743254318773
204,bm25,50.0,0.75,6,0.02,10,1,0.16573109591409044,0.09437512788284853,0.15655250478114463
205,bm25,50.0,0.75,6,0.02,15,1,0.19093003506577944,0.11507321334631808,0.18400668005946977
206,bm25,50.0,0.75,6,0.02,30,1,0.18570226974647783,0.1076529665816333,0.17610401070878015
207,bm25,50.0,0.75,7,0.005,10,1,0.1721081235819098,0.09777854996227073,0.162905808069802
208,bm25,50.0,0.75,7,0.005,15,1,0.19199743636239697,0.1094275907704773,0.1798599851983877
209,bm25,50.0,0.75,7,0.005,30,1,0.19235962858621777,0.11106144061186081,0.18214960588942697
210,bm25,50.0,0.75,7,0.01,10,1,0.1704488938873276,0.09721439957050142,0.16185881281824116
211,bm25,50.0,0.75,7,0.01,15,1,0.19061645749135656,0.10828542530732829,0.17914320010023915
212,bm25,50.0,0.75,7,0.01,30,1,0.19117440278733655,0.11210807292357716,0.18248903655232737
213,bm25,50.0,0.75,7,0.02,10,1,0.17634847397708717,0.10099734453675921,0.167150985878334
214,bm25,50.0,0.75,7,0.02,15,1,0.19080086652618417,0.10953019925949974,0.18054327621137406
215,bm25,50.0,0.75,7,0.02,30,1,0.19650076780724293,0.11329508672992131,0.18614385401605665
216,bm25,50.0,0.75,8,0.005,10,1,0.1807527635401052,0.10465709817858933,0.17315430420798245
217,bm25,50.0,0.75,8,0.005,15,1,0.19869602186710492,0.11674653359566663,0.1898443228437762
218,bm25,50.0,0.75,8,0.005,30,1,0.19734662517610208,0.11917963615310803,0.19062066408976944
219,bm25,50.0,0.75,8,0.01,10,1,0.18151217116438817,0.1060400663104299,0.17353094098682828
220,bm25,50.0,0.75,8,0.01,15,1,0.19494423059785482,0.11305702679147225,0.1862613003004943
221,bm25,50.0,0.75,8,0.01,30,1,0.20488564074880183,0.12195554276641415,0.19615198889620147
222,bm25,50.0,0.75,8,0.02,10,1,0.17803494569092734,0.1006606620442303,0.16883818852894353
223,bm25,50.0,0.75,8,0.02,15,1,0.19717427081521516,0.11511567173105733,0.18696505819360287
224,bm25,50.0,0.75,8,0.02,30,1,0.20661479312827905,0.12340617943169845,0.198291286718929
225,bm25,50.0,0.75,9,0.005,10,1,0.18226548778909843,0.10337840349482641,0.17325787003370113
226,bm25,50.0,0.75,9,0.005,15,1,0.19378028629835817,0.11261084344570753,0.18434445424898926
227,bm25,50.0,0.75,9,0.005,30,1,0.16629593562717213,0.0972613321987253,0.16201629977251253
228,bm25,50.0,0.75,9,0.01,10,1,0.1781545763724834,0.10195864445441997,0.17037717428989663
229,bm25,50.0,0.75,9,0.01,15,1,0.1920596358332424,0.11313220183219452,0.1842969755125205
230,bm25,50.0,0.75,9,0.01,30,1,0.1817797699989619,0.10612662380840769,0.17556137484159304
231,bm25,50.0,0.75,9,0.02,10,1,0.17768593592590912,0.10184608442916901,0.16889065011777052
232,bm25,50.0,0.75,9,0.02,15,1,0.1977874907436989,0.11610116661637482,0.1891091047601073
233,bm25,50.0,0.75,9,0.02,30,1,0.17921091537031547,0.10509061535031342,0.17315527154523272
234,bm25,50.0,0.75,10,0.005,10,1,0.1940035068480713,0.11234007724557449,0.18447189674542774
235,bm25,50.0,0.75,10,0.005,15,1,0.20645185880866518,0.11862468603935368,0.1950469454306137
236,bm25,50.0,0.75,10,0.005,30,1,0.20450938267274554,0.11983671910730036,0.19477236873936668
237,bm25,50.0,0.75,10,0.01,10,1,0.1946167062092276,0.11341795021585814,0.1863019663774109
238,bm25,50.0,0.75,10,0.01,15,1,0.19762491568024915,0.11660483997217921,0.18857435016380403
239,bm25,50.0,0.75,10,0.01,30,1,0.20853768320563743,0.11947147142043557,0.19688850853101555
240,bm25,50.0,0.75,10,0.02,10,1,0.1856862965741024,0.10824699303339316,0.17707685205150042
241,bm25,50.0,0.75,10,0.02,15,1,0.20215068853926144,0.11941429747946937,0.19392967306279787
242,bm25,50.0,0.75,10,0.02,30,1,0.2078263838018743,0.12299364565596885,0.1992730679694507
243,bm25,50.0,0.75,15,0.005,10,1,0.18803675928797337,0.1089508589849472,0.18124386150172261
244,bm25,50.0,0.75,15,0.005,15,1,0.18875755572374495,0.11027648471239274,0.18239167666745992
245,bm25,50.0,0.75,15,0.005,30,1,0.17401039732466947,0.100812790353524,0.16820695598025842
246,bm25,50.0,0.75,15,0.01,10,1,0.19381729645282164,0.1136458315960511,0.18656894505075788
247,bm25,50.0,0.75,15,0.01,15,1,0.19751255705775,0.1176132262437116,0.19080023553704745
248,bm25,50.0,0.75,15,0.01,30,1,0.18645815800731488,0.1098220133061191,0.18021920837846975
249,bm25,50.0,0.75,15,0.02,10,1,0.19519744585206852,0.11553449251831534,0.18876466955817328
250,bm25,50.0,0.75,15,0.02,15,1,0.1961340668051881,0.11352912924515204,0.1867513025303247
251,bm25,50.0,0.75,15,0.02,30,1,0.18130814319637906,0.10584088764751413,0.1758261495081414
252,bm25,50.0,1.0,3,0.005,10,1,0.12635419893075633,0.06561064375054013,0.11590900901173933
253,bm25,50.0,1.0,3,0.005,15,1,0.14423029260007586,0.07389098528712308,0.13048983443122758
254,bm25,50.0,1.0,3,0.005,30,1,0.1486526978362923,0.07891461318824389,0.1374947857336449
255,bm25,50.0,1.0,3,0.01,10,1,0.12234501595827015,0.059544824535077666,0.10761854503291494
256,bm25,50.0,1.0,3,0.01,15,1,0.13932373331077694,0.07183589018901822,0.12623535097174796
257,bm25,50.0,1.0,3,0.01,30,1,0.1450982906654516,0.07914863846366993,0.13621418034684338
258,bm25,50.0,1.0,3,0.02,10,1,0.12751549014604996,0.06536321907289724,0.11537135570198354
259,bm25,50.0,1.0,3,0.02,15,1,0.1418206833300885,0.07402861202676274,0.12850798390204404
260,bm25,50.0,1.0,3,0.02,30,1,0.1479285355015928,0.08069820316185652,0.13860216698989564
261,bm25,50.0,1.0,6,0.005,10,1,0.15643427569551233,0.08565207232933096,0.14484451427325945
262,bm25,50.0,1.0,6,0.005,15,1,0.17120315359557012,0.09630061418814147,0.15969684718381677
263,bm25,50.0,1.0,6,0.005,30,1,0.17675067829171315,0.09914607690499866,0.16550003129634525
264,bm25,50.0,1.0,6,0.01,10,1,0.15657258604694263,0.08611417638986558,0.14433301456543107
265,bm25,50.0,1.0,6,0.01,15,1,0.17503612062664925,0.09613581011144848,0.1603184160353841
266,bm25,50.0,1.0,6,0.01,30,1,0.1765034617104547,0.10197798112577668,0.16797529215706727
267,bm25,50.0,1.0,6,0.02,10,1,0.15420098435444016,0.08557280797632105,0.1437054302540611
268,bm25,50.0,1.0,6,0.02,15,1,0.18317902792920976,0.10326226854306006,0.1701216796139745
269,bm25,50.0,1.0,6,0.02,30,1,0.17838080221157945,0.09826548756870501,0.16488358563111566
270,bm25,50.0,1.0,7,0.005,10,1,0.16504255180519306,0.08788669436729678,0.1507585677103345
271,bm25,50.0,1.0,7,0.005,15,1,0.1763827002815511,0.09740282140409415,0.16248161926920604
272,bm25,50.0,1.0,7,0.005,30,1,0.1847669058613151,0.10748967881966362,0.1761503067749113
273,bm25,50.0,1.0,7,0.01,10,1,0.1654246738671071,0.08792480670271935,0.15144633936822238
274,bm25,50.0,1.0,7,0.01,15,1,0.1839142390693556,0.10300987419197001,0.17077397198645086
275,bm25,50.0,1.0,7,0.01,30,1,0.18115227137970438,0.10336428891149958,0.17031181548301622
276,bm25,50.0,1.0,7,0.02,10,1,0.16813761986373826,0.09023941617485239,0.15409710828580675
277,bm25,50.0,1.0,7,0.02,15,1,0.1772163731132277,0.09634756660969453,0.16186897153747093
278,bm25,50.0,1.0,7,0.02,30,1,0.19204804852507276,0.11217147366333138,0.1831304250800406
279,bm25,50.0,1.0,8,0.005,10,1,0.16807120996230152,0.09112036870894054,0.15598334968207472
280,bm25,50.0,1.0,8,0.005,15,1,0.19151453070646787,0.10796462906954474,0.17902147173884847
281,bm25,50.0,1.0,8,0.005,30,1,0.19333390733016026,0.11275153292732967,0.1836760020071943
282,bm25,50.0,1.0,8,0.01,10,1,0.16244972787866274,0.08852435278125091,0.1508565360287448
283,bm25,50.0,1.0,8,0.01,15,1,0.17356371981069835,0.09371526466774895,0.15925184464230296
284,bm25,50.0,1.0,8,0.01,30,1,0.20085664254823227,0.1148016288067211,0.1883579269529438
285,bm25,50.0,1.0,8,0.02,10,1,0.17289604834751837,0.09365530688803272,0.15912005113524313
286,bm25,50.0,1.0,8,0.02,15,1,0.18825522771371275,0.10239037586545477,0.17319135604295055
287,bm25,50.0,1.0,8,0.02,30,1,0.1961574016994424,0.11215185319982077,0.18453004165642212
288,bm25,50.0,1.0,9,0.005,10,1,0.16828026138619948,0.08986671793908363,0.15443330551451162
289,bm25,50.0,1.0,9,0.005,15,1,0.16367231957694403,0.08922423603177869,0.15352563299828842
