,data_representations,K1,B,factors,regularization,iterations,alpha,precision_at_k,map_at_k,ndcg_at_k,number_of_skills
518,bm25,3.0,0.6,4,0.02,30,1,0.4390124335824492,0.32799679565562945,0.42417965304171795,735
519,bm25,3.0,0.6,4,0.02,30,2,0.45449528728639566,0.3454594851437659,0.4403029409270013,735
520,bm25,3.0,0.6,4,0.02,45,1,0.4485203675300986,0.3392503576619479,0.4333917555820145,735
521,bm25,3.0,0.6,4,0.02,45,2,0.45613490626127834,0.34667616066259077,0.44221328138915894,735
522,bm25,3.0,0.6,4,0.03,15,1,0.44252805828367914,0.33146490493911823,0.4276458686213697,735
523,bm25,3.0,0.6,4,0.03,15,2,0.4465175016526078,0.33643668720598946,0.4307775786760688,735
524,bm25,3.0,0.6,4,0.03,30,1,0.43854267554403614,0.327903474942783,0.42395725727048317,735
525,bm25,3.0,0.6,4,0.03,30,2,0.4532070938047865,0.3444827704676478,0.4394697597009011,735
526,bm25,3.0,0.6,4,0.03,45,1,0.4485205048056188,0.33917027565370494,0.43327813637398344,735
527,bm25,3.0,0.6,4,0.03,45,2,0.45695457839242587,0.34711824731157404,0.442679138091603,735
528,bm25,3.0,0.6,5,0.005,15,1,0.4655189386176932,0.3538830429102343,0.4520803562428964,735
529,bm25,3.0,0.6,5,0.005,15,2,0.46505165959769956,0.35346295854406246,0.45044253725113165,735
530,bm25,3.0,0.6,5,0.005,30,1,0.4661050373780144,0.3543909674394929,0.452607032038056,735
531,bm25,3.0,0.6,5,0.005,30,2,0.4656374834847373,0.3538514280255845,0.4509974392930486,735
532,bm25,3.0,0.6,5,0.005,45,1,0.4662221333967498,0.35446615489148514,0.4527132764779333,735
533,bm25,3.0,0.6,5,0.005,45,2,0.4656374834847373,0.3539800988598221,0.4510911490489926,735
534,bm25,3.0,0.6,5,0.01,15,1,0.4655189386176932,0.353888347950022,0.4520882412680053,735
535,bm25,3.0,0.6,5,0.01,15,2,0.46505165959769956,0.35345632724432774,0.45043346143254104,735
536,bm25,3.0,0.6,5,0.01,30,1,0.4661050373780144,0.35435531681560695,0.4525832854273085,735
537,bm25,3.0,0.6,5,0.01,30,2,0.4656374834847373,0.3538514280255845,0.4509974392930486,735
538,bm25,3.0,0.6,5,0.01,45,1,0.4662221333967498,0.35446615489148514,0.4527132764779333,735
539,bm25,3.0,0.6,5,0.01,45,2,0.4656374834847373,0.3539747938200343,0.45108326402388366,735
540,bm25,3.0,0.6,5,0.02,15,1,0.4655189386176932,0.35389011629661804,0.4520928293213017,735
541,bm25,3.0,0.6,5,0.02,15,2,0.4649345635789642,0.353343153062188,0.4503434985133703,735
542,bm25,3.0,0.6,5,0.02,30,1,0.4661050373780144,0.35435531681560695,0.4525832854273085,735
543,bm25,3.0,0.6,5,0.02,30,2,0.4656374834847373,0.35388679495750314,0.4510209969387238,735
544,bm25,3.0,0.6,5,0.02,45,1,0.4662221333967498,0.35442982428294745,0.4526890769345558,735
545,bm25,3.0,0.6,5,0.02,45,2,0.46552004367264094,0.3539320130713712,0.45101310088082897,735
546,bm25,3.0,0.6,5,0.03,15,1,0.465636309509712,0.3539284079870755,0.45215644570083163,735
547,bm25,3.0,0.6,5,0.03,15,2,0.4649345635789642,0.35332198904102396,0.4503356343481161,735
548,bm25,3.0,0.6,5,0.03,30,1,0.46598780408375884,0.3542706607309509,0.4525138647513761,735
549,bm25,3.0,0.6,5,0.03,30,2,0.4656374834847373,0.35388679495750314,0.4510209969387238,735
550,bm25,3.0,0.6,5,0.03,45,1,0.4661049001024942,0.35430951757440543,0.45259590964787594,735
551,bm25,3.0,0.6,5,0.03,45,2,0.46552004367264094,0.353937318111159,0.45102098590593787,735
552,bm25,3.0,0.6,6,0.005,15,1,0.4795947879667789,0.36451425372500895,0.4648820012848504,735
553,bm25,3.0,0.6,6,0.005,15,2,0.47924604696204964,0.3659496902334337,0.4649827015081141,735
554,bm25,3.0,0.6,6,0.005,30,1,0.4806536684531846,0.3663214649484365,0.46654537661644635,735
555,bm25,3.0,0.6,6,0.005,30,2,0.47842617024722855,0.3660543841122745,0.4647979669402913,735
556,bm25,3.0,0.6,6,0.005,45,1,0.4815911229806685,0.36701107718567766,0.467067924921288,735
557,bm25,3.0,0.6,6,0.005,45,2,0.478425276063524,0.3660442972157172,0.4653529700024171,735
558,bm25,3.0,0.6,6,0.01,15,1,0.4795947879667789,0.36462328205788685,0.4649902185211289,735
559,bm25,3.0,0.6,6,0.01,15,2,0.47924639075541053,0.36587279097546094,0.46491707631445056,735
560,bm25,3.0,0.6,6,0.01,30,1,0.4806536684531846,0.3663302832905882,0.46655781669728985,735
561,bm25,3.0,0.6,6,0.01,30,2,0.47842617024722855,0.36610623035712825,0.4648388221286667,735
562,bm25,3.0,0.6,6,0.01,45,1,0.4815911229806685,0.36701107718567766,0.467067924921288,735
563,bm25,3.0,0.6,6,0.01,45,2,0.4783081800447886,0.3659912468178392,0.4652912502118697,735
564,bm25,3.0,0.6,6,0.02,15,1,0.4801810924389076,0.36490139311394965,0.4652323586195508,735
565,bm25,3.0,0.6,6,0.02,15,2,0.4787775256924326,0.3655376737566359,0.4646299999937332,735
566,bm25,3.0,0.6,6,0.02,30,1,0.4807706271963997,0.36640649553320925,0.46663212788497244,735
567,bm25,3.0,0.6,6,0.02,30,2,0.4784260329717084,0.3659531540896332,0.46482596268279003,735
568,bm25,3.0,0.6,6,0.02,45,1,0.4815911229806685,0.36696698547491924,0.46702544914835054,735
569,bm25,3.0,0.6,6,0.02,45,2,0.478425276063524,0.36605623940294674,0.46535965524658457,735
570,bm25,3.0,0.6,6,0.03,15,1,0.4798291858776043,0.3646365339919189,0.4649597187383206,735
571,bm25,3.0,0.6,6,0.03,15,2,0.4790115803735385,0.3657279550110194,0.46490072525042914,735
572,bm25,3.0,0.6,6,0.03,30,1,0.4807706271963997,0.36646244656887633,0.4666642177313819,735
573,bm25,3.0,0.6,6,0.03,30,2,0.4785431286682007,0.36591972697450215,0.4650056059125882,735
574,bm25,3.0,0.6,6,0.03,45,1,0.4815911229806685,0.3670165969494422,0.46706951742654645,735
575,bm25,3.0,0.6,6,0.03,45,2,0.47830838607883913,0.3659621810941673,0.4652278659029946,735
576,bm25,3.0,0.8,1,0.005,15,1,0.39783482796353126,0.29694147921834546,0.37987811190205234,735
577,bm25,3.0,0.8,1,0.005,15,2,0.4236428173470051,0.32003281749729307,0.40585039498709896,735
578,bm25,3.0,0.8,1,0.005,30,1,0.3965456729087946,0.2962785196601183,0.3791207940264612,735
579,bm25,3.0,0.8,1,0.005,30,2,0.4236428173470051,0.32003281749729307,0.40585039498709896,735
580,bm25,3.0,0.8,1,0.005,45,1,0.3965456729087946,0.2962785196601183,0.3791207940264612,735
581,bm25,3.0,0.8,1,0.005,45,2,0.4236428173470051,0.32003281749729307,0.40585039498709896,735
582,bm25,3.0,0.8,1,0.01,15,1,0.39783482796353126,0.29694147921834546,0.37987811190205234,735
583,bm25,3.0,0.8,1,0.01,15,2,0.4236428173470051,0.32003281749729307,0.40585039498709896,735
584,bm25,3.0,0.8,1,0.01,30,1,0.3965456729087946,0.2962785196601183,0.3791207940264612,735
585,bm25,3.0,0.8,1,0.01,30,2,0.4236428173470051,0.32003281749729307,0.40585039498709896,735
586,bm25,3.0,0.8,1,0.01,45,1,0.3965456729087946,0.2962785196601183,0.3791207940264612,735
587,bm25,3.0,0.8,1,0.01,45,2,0.4236428173470051,0.32003281749729307,0.40585039498709896,735
588,bm25,3.0,0.8,1,0.02,15,1,0.39783482796353126,0.29694147921834546,0.37987811190205234,735
589,bm25,3.0,0.8,1,0.02,15,2,0.4236428173470051,0.32003281749729307,0.40585039498709896,735
590,bm25,3.0,0.8,1,0.02,30,1,0.3965456729087946,0.29627233044703255,0.3790853592535045,735
591,bm25,3.0,0.8,1,0.02,30,2,0.4236428173470051,0.32003281749729307,0.40585039498709896,735
592,bm25,3.0,0.8,1,0.02,45,1,0.3965456729087946,0.2962785196601183,0.3791207940264612,735
593,bm25,3.0,0.8,1,0.02,45,2,0.4236428173470051,0.32003281749729307,0.40585039498709896,735
594,bm25,3.0,0.8,1,0.03,15,1,0.39783482796353126,0.29694147921834546,0.37987811190205234,735
595,bm25,3.0,0.8,1,0.03,15,2,0.4236428173470051,0.32003281749729307,0.40585039498709896,735
596,bm25,3.0,0.8,1,0.03,30,1,0.3965456729087946,0.29627233044703255,0.3790853592535045,735
597,bm25,3.0,0.8,1,0.03,30,2,0.4236428173470051,0.32003281749729307,0.40585039498709896,735
598,bm25,3.0,0.8,1,0.03,45,1,0.3965456729087946,0.2962785196601183,0.3791207940264612,735
599,bm25,3.0,0.8,1,0.03,45,2,0.4236428173470051,0.32003281749729307,0.40585039498709896,735
600,bm25,3.0,0.8,2,0.005,15,1,0.3946767482727177,0.28455934706538594,0.375256926693324,735
601,bm25,3.0,0.8,2,0.005,15,2,0.40476122973538653,0.2946110240455268,0.38628711059873394,735
602,bm25,3.0,0.8,2,0.005,30,1,0.3944423502011964,0.28459497787884236,0.375179998976411,735
603,bm25,3.0,0.8,2,0.005,30,2,0.40464413371665114,0.29455447434084475,0.386225693459244,735
604,bm25,3.0,0.8,2,0.005,45,1,0.3945594462199318,0.28466901989957993,0.3752493473316159,735
605,bm25,3.0,0.8,2,0.005,45,2,0.40464413371665114,0.29455447434084475,0.386225693459244,735
606,bm25,3.0,0.8,2,0.01,15,1,0.3946767482727177,0.2845920030003407,0.3752873013871156,735
607,bm25,3.0,0.8,2,0.01,15,2,0.40476122973538653,0.2946110240455268,0.38628711059873394,735
608,bm25,3.0,0.8,2,0.01,30,1,0.3944423502011964,0.28459497787884236,0.375179998976411,735
609,bm25,3.0,0.8,2,0.01,30,2,0.40464413371665114,0.29455447434084475,0.386225693459244,735
610,bm25,3.0,0.8,2,0.01,45,1,0.3945594462199318,0.28466901989957993,0.3752493473316159,735
611,bm25,3.0,0.8,2,0.01,45,2,0.40464413371665114,0.29455447434084475,0.386225693459244,735
612,bm25,3.0,0.8,2,0.02,15,1,0.3945596522539823,0.2845143823830058,0.3751942632405369,735
613,bm25,3.0,0.8,2,0.02,15,2,0.40464413371665114,0.29451567367431436,0.3861512761849087,735
614,bm25,3.0,0.8,2,0.02,30,1,0.3944423502011964,0.28459497787884236,0.375179998976411,735
615,bm25,3.0,0.8,2,0.02,30,2,0.40464413371665114,0.29455447434084475,0.386225693459244,735
616,bm25,3.0,0.8,2,0.02,45,1,0.3945594462199318,0.28466901989957993,0.3752493473316159,735
617,bm25,3.0,0.8,2,0.02,45,2,0.40464413371665114,0.29455447434084475,0.386225693459244,735
618,bm25,3.0,0.8,2,0.03,15,1,0.3945594462199318,0.28453571452188864,0.37519463054827124,735
619,bm25,3.0,0.8,2,0.03,15,2,0.40464413371665114,0.29451567367431436,0.3861512761849087,735
620,bm25,3.0,0.8,2,0.03,30,1,0.3944423502011964,0.28459497787884236,0.375179998976411,735
621,bm25,3.0,0.8,2,0.03,30,2,0.40464413371665114,0.29455447434084475,0.386225693459244,735
622,bm25,3.0,0.8,2,0.03,45,1,0.3945594462199318,0.28466901989957993,0.3752493473316159,735
623,bm25,3.0,0.8,2,0.03,45,2,0.40464413371665114,0.29455447434084475,0.386225693459244,735
624,bm25,3.0,0.8,3,0.005,15,1,0.42364392466702006,0.31519762671703333,0.4072968412254081,735
625,bm25,3.0,0.8,3,0.005,15,2,0.41590824323433573,0.3089345908958245,0.40036998209720204,735
626,bm25,3.0,0.8,3,0.005,30,1,0.4221214017117241,0.3140288350076048,0.40562474921155645,735
627,bm25,3.0,0.8,3,0.005,30,2,0.4220103572586263,0.31482764426257515,0.407332876558555,735
628,bm25,3.0,0.8,3,0.005,45,1,0.42223870376451006,0.31413006421580975,0.4057053430460778,735
629,bm25,3.0,0.8,3,0.005,45,2,0.420840151885161,0.3151444870353924,0.40758401980340564,735
630,bm25,3.0,0.8,3,0.01,15,1,0.42364392466702006,0.31522921603660536,0.40743105537592605,735
631,bm25,3.0,0.8,3,0.01,15,2,0.41461365277641155,0.3072467915586487,0.3986354250965237,735
632,bm25,3.0,0.8,3,0.01,30,1,0.4221214017117241,0.31405001261296095,0.40562927401598836,735
633,bm25,3.0,0.8,3,0.01,30,2,0.4216600310977906,0.31417621999633366,0.4065523028554775,735
634,bm25,3.0,0.8,3,0.01,45,1,0.42223870376451006,0.31413006421580975,0.4057053430460778,735
635,bm25,3.0,0.8,3,0.01,45,2,0.4209572475816533,0.3152345008274403,0.40732838003590055,735
636,bm25,3.0,0.8,3,0.02,15,1,0.42340986990506957,0.31519547476723186,0.40738553915223064,735
637,bm25,3.0,0.8,3,0.02,15,2,0.41132602602837604,0.30573833611305107,0.39680387394653904,735
638,bm25,3.0,0.8,3,0.02,30,1,0.4221214017117241,0.3140681779172298,0.4056534735593658,735
639,bm25,3.0,0.8,3,0.02,30,2,0.42166064936134734,0.3143610029519253,0.40705166113428426,735
640,bm25,3.0,0.8,3,0.02,45,1,0.42223870376451006,0.31413006421580975,0.4057053430460778,735
641,bm25,3.0,0.8,3,0.02,45,2,0.4211914396191241,0.3151893214431805,0.40736055120276565,735
642,bm25,3.0,0.8,3,0.03,15,1,0.42340986990506957,0.31522912013421056,0.4073853491896777,735
643,bm25,3.0,0.8,3,0.03,15,2,0.411912742809862,0.30598522832232095,0.397137501835861,735
644,bm25,3.0,0.8,3,0.03,30,1,0.4221214017117241,0.3140504944512705,0.40562991591369063,735
645,bm25,3.0,0.8,3,0.03,30,2,0.42177781381637003,0.31455314529625616,0.40716854830653154,735
646,bm25,3.0,0.8,3,0.03,45,1,0.42223870376451006,0.31413006421580975,0.4057053430460778,735
647,bm25,3.0,0.8,3,0.03,45,2,0.42177733153936153,0.3155428194714588,0.40773954091923165,735
648,bm25,3.0,0.8,4,0.005,15,1,0.4441696066131038,0.3323837396533095,0.42718947212705594,735
649,bm25,3.0,0.8,4,0.005,15,2,0.454495218367029,0.34406938094378325,0.43777360259174225,735
650,bm25,3.0,0.8,4,0.005,30,1,0.45039678943442196,0.34041773280972915,0.4348763569854642,735
651,bm25,3.0,0.8,4,0.005,30,2,0.454142972363071,0.3434219368755601,0.43703033540018826,735
652,bm25,3.0,0.8,4,0.005,45,1,0.453326591862241,0.3420507578605508,0.4372218100515199,735
653,bm25,3.0,0.8,4,0.005,45,2,0.4541479864241638,0.3435754779090326,0.4389084100477311,735
654,bm25,3.0,0.8,4,0.01,15,1,0.44499134069753243,0.33328850103713104,0.42834510678875776,735
655,bm25,3.0,0.8,4,0.01,15,2,0.4546123143857644,0.344144155327775,0.43783098217737565,735
656,bm25,3.0,0.8,4,0.01,30,1,0.4502796934156866,0.34039297595738616,0.434830309815483,735
657,bm25,3.0,0.8,4,0.01,30,2,0.4540248456904349,0.3433510538050023,0.4370294716962263,735
658,bm25,3.0,0.8,4,0.01,45,1,0.4534436878809764,0.3420861809304566,0.43730719705510135,735
659,bm25,3.0,0.8,4,0.01,45,2,0.45403075312990826,0.3434961128296675,0.4387773356892192,735
660,bm25,3.0,0.8,4,0.02,15,1,0.4442870464252001,0.33248487583963837,0.42733392556871524,735
661,bm25,3.0,0.8,4,0.02,15,2,0.45437825994605685,0.3441232353262742,0.437841984045685,735
662,bm25,3.0,0.8,4,0.02,30,1,0.45039678943442196,0.34041773280972915,0.4348763569854642,735
663,bm25,3.0,0.8,4,0.02,30,2,0.45343792255251303,0.34232211185006933,0.43576001138798437,735
664,bm25,3.0,0.8,4,0.02,45,1,0.453326591862241,0.3420560629003385,0.43722969507662884,735
665,bm25,3.0,0.8,4,0.02,45,2,0.45426535699393955,0.3435969101259036,0.43888993888405264,735
666,bm25,3.0,0.8,4,0.03,15,1,0.4431147139677106,0.33187414120664915,0.4265841200714906,735
667,bm25,3.0,0.8,4,0.03,15,2,0.4543780535090608,0.3437141388186162,0.4374340893709855,735
668,bm25,3.0,0.8,4,0.03,30,1,0.4501627346724715,0.3402966150769105,0.4347814112939604,735
669,bm25,3.0,0.8,4,0.03,30,2,0.45038696581662574,0.3394455967280046,0.4329230129357845,735
670,bm25,3.0,0.8,4,0.03,45,1,0.4530923998247703,0.34189114176341,0.43705121134155556,735
671,bm25,3.0,0.8,4,0.03,45,2,0.45403089040542843,0.34382062815333453,0.4389375626516757,735
672,bm25,3.0,0.8,5,0.005,15,1,0.4696223843507422,0.3566270439110209,0.45521671399746744,735
673,bm25,3.0,0.8,5,0.005,15,2,0.46857003601534936,0.3546290103216062,0.45177119143120387,735
674,bm25,3.0,0.8,5,0.005,30,1,0.4693882610718017,0.3564516419550712,0.45506182303664444,735
675,bm25,3.0,0.8,5,0.005,30,2,0.46892132407155546,0.35469617137738446,0.4520369222271804,735
676,bm25,3.0,0.8,5,0.005,45,1,0.46938839866956494,0.35652839374994755,0.45513030903884644,735
677,bm25,3.0,0.8,5,0.005,45,2,0.46903842009029084,0.35477726520252495,0.45218687277292424,735
678,bm25,3.0,0.8,5,0.01,15,1,0.4696223843507422,0.3566376259216028,0.45522457816272155,735
679,bm25,3.0,0.8,5,0.01,15,2,0.46857003601534936,0.3546290103216062,0.45177119143120387,735
680,bm25,3.0,0.8,5,0.01,30,1,0.4695053570905371,0.35654713267125154,0.45519783312579654,735
681,bm25,3.0,0.8,5,0.01,30,2,0.46892132407155546,0.35469617137738446,0.4520369222271804,735
682,bm25,3.0,0.8,5,0.01,45,1,0.46938839866956494,0.35652839374994755,0.45513030903884644,735
683,bm25,3.0,0.8,5,0.01,45,2,0.46903842009029084,0.35477726520252495,0.45218687277292424,735
684,bm25,3.0,0.8,5,0.02,15,1,0.4696226592240255,0.3566829572697624,0.45522647475170397,735
685,bm25,3.0,0.8,5,0.02,15,2,0.46857003601534936,0.3545582764577689,0.451692313079303,735
686,bm25,3.0,0.8,5,0.02,30,1,0.4695053570905371,0.35654713267125154,0.45519783312579654,735
687,bm25,3.0,0.8,5,0.02,30,2,0.46892132407155546,0.35469617137738446,0.4520369222271804,735
688,bm25,3.0,0.8,5,0.02,45,1,0.4695056319638205,0.35659188581343965,0.4551997297147789,735
689,bm25,3.0,0.8,5,0.02,45,2,0.46903842009029084,0.35477726520252495,0.45218687277292424,735
690,bm25,3.0,0.8,5,0.03,15,1,0.46950528833200683,0.35656338343356725,0.455147109181811,735
691,bm25,3.0,0.8,5,0.03,15,2,0.46868713203408474,0.35479885670240596,0.4518833867337787,735
692,bm25,3.0,0.8,5,0.03,30,1,0.4695053570905371,0.35654713267125154,0.45519783312579654,735
693,bm25,3.0,0.8,5,0.03,30,2,0.46903842009029084,0.35471739153653564,0.45210652704283677,735
694,bm25,3.0,0.8,5,0.03,45,1,0.4695056319638205,0.35659188581343965,0.4551997297147789,735
695,bm25,3.0,0.8,5,0.03,45,2,0.46892104919827204,0.35475001724612165,0.45210457325345405,735
696,bm25,3.0,0.8,6,0.005,15,1,0.48147141703513163,0.36762018676319996,0.46847170604267907,735
697,bm25,3.0,0.8,6,0.005,15,2,0.4806548417840081,0.36623093304269577,0.4656874006075311,735
698,bm25,3.0,0.8,6,0.005,30,1,0.4844047246210305,0.3695785938989383,0.47013485987097486,735
699,bm25,3.0,0.8,6,0.005,30,2,0.4833536854418871,0.3672495285046507,0.46707903815988683,735
700,bm25,3.0,0.8,6,0.005,45,1,0.4844048615743077,0.37008919471979135,0.47060167578732315,735
701,bm25,3.0,0.8,6,0.005,45,2,0.4831194937266594,0.3675227378911646,0.4673514513753945,735
702,bm25,3.0,0.8,6,0.01,15,1,0.48147141703513163,0.36763595312454556,0.4684444918599313,735
703,bm25,3.0,0.8,6,0.01,15,2,0.4804205812295475,0.3660445755022441,0.46549375802108817,735
704,bm25,3.0,0.8,6,0.01,30,1,0.48428762860229513,0.3694937132623336,0.4700652550553185,735
705,bm25,3.0,0.8,6,0.01,30,2,0.48335354816636694,0.3672430024508948,0.46711694840316154,735
706,bm25,3.0,0.8,6,0.01,45,1,0.4844048615743077,0.37008919471979135,0.47060167578732315,735
707,bm25,3.0,0.8,6,0.01,45,2,0.4832365897453948,0.36762883868692053,0.46742105619105095,735
708,bm25,3.0,0.8,6,0.02,15,1,0.48158899363895796,0.3675748518087365,0.4684143728457471,735
709,bm25,3.0,0.8,6,0.02,15,2,0.4803034160491941,0.3662277688720722,0.46548593210020994,735
710,bm25,3.0,0.8,6,0.02,30,1,0.48417012043475616,0.36937138866476704,0.46982661276366244,735
711,bm25,3.0,0.8,6,0.02,30,2,0.48311908157785577,0.36708740826605607,0.46693881479722926,735
712,bm25,3.0,0.8,6,0.02,45,1,0.4844048615743077,0.37008919471979135,0.47060167578732315,735
713,bm25,3.0,0.8,6,0.02,45,2,0.4832365897453948,0.3676659739654351,0.46745232440276857,735
714,bm25,3.0,0.8,6,0.03,15,1,0.48182346087195516,0.3676578167012644,0.4685355000641985,735
715,bm25,3.0,0.8,6,0.03,15,2,0.48018556416913877,0.3660715915143042,0.46531467144963495,735
716,bm25,3.0,0.8,6,0.03,30,1,0.48428721645349154,0.3695246363015033,0.4700626815618737,735
717,bm25,3.0,0.8,6,0.03,30,2,0.4832365897453948,0.36724366973003153,0.46707603021957045,735
718,bm25,3.0,0.8,6,0.03,45,1,0.4842877655555723,0.37005382778787266,0.4705053671440672,735
719,bm25,3.0,0.8,6,0.03,45,2,0.48347078178286546,0.3678656104978894,0.46775847452789626,735
720,bm25,100.0,0.6,1,0.005,15,1,0.39607605150056446,0.2959483560060964,0.3787030197533211,735
721,bm25,100.0,0.6,1,0.005,15,2,0.4236439168401388,0.31955925241525773,0.4050633778598504,735
722,bm25,100.0,0.6,1,0.005,30,1,0.39619342239258326,0.2960137511014643,0.37877452115795995,735
723,bm25,100.0,0.6,1,0.005,30,2,0.4236439168401388,0.31955925241525773,0.4050633778598504,735
724,bm25,100.0,0.6,1,0.005,45,1,0.39619342239258326,0.2960137511014643,0.37877452115795995,735
725,bm25,100.0,0.6,1,0.005,45,2,0.4236439168401388,0.31955925241525773,0.4050633778598504,735
726,bm25,100.0,0.6,1,0.01,15,1,0.39607605150056446,0.2959483560060964,0.3787030197533211,735
727,bm25,100.0,0.6,1,0.01,15,2,0.4236439168401388,0.31955925241525773,0.4050633778598504,735
728,bm25,100.0,0.6,1,0.01,30,1,0.39619342239258326,0.2960137511014643,0.37877452115795995,735
729,bm25,100.0,0.6,1,0.01,30,2,0.4236439168401388,0.31955925241525773,0.4050633778598504,735
730,bm25,100.0,0.6,1,0.01,45,1,0.39619342239258326,0.2960137511014643,0.37877452115795995,735
731,bm25,100.0,0.6,1,0.01,45,2,0.4236439168401388,0.31955925241525773,0.4050633778598504,735
732,bm25,100.0,0.6,1,0.02,15,1,0.39607605150056446,0.2959483560060964,0.3787030197533211,735
733,bm25,100.0,0.6,1,0.02,15,2,0.4236439168401388,0.31955925241525773,0.4050633778598504,735
734,bm25,100.0,0.6,1,0.02,30,1,0.39619342239258326,0.2960137511014643,0.37877452115795995,735
735,bm25,100.0,0.6,1,0.02,30,2,0.4236439168401388,0.31955925241525773,0.4050633778598504,735
736,bm25,100.0,0.6,1,0.02,45,1,0.39619342239258326,0.2960137511014643,0.37877452115795995,735
737,bm25,100.0,0.6,1,0.02,45,2,0.4236439168401388,0.31955925241525773,0.4050633778598504,735
738,bm25,100.0,0.6,1,0.03,15,1,0.39607605150056446,0.2959483560060964,0.3787030197533211,735
739,bm25,100.0,0.6,1,0.03,15,2,0.4236439168401388,0.31955925241525773,0.4050633778598504,735
740,bm25,100.0,0.6,1,0.03,30,1,0.39619342239258326,0.2960137511014643,0.37877452115795995,735
741,bm25,100.0,0.6,1,0.03,30,2,0.4236439168401388,0.31955925241525773,0.4050633778598504,735
742,bm25,100.0,0.6,1,0.03,45,1,0.39619342239258326,0.2960137511014643,0.37877452115795995,735
743,bm25,100.0,0.6,1,0.03,45,2,0.4236439168401388,0.31955925241525773,0.4050633778598504,735
744,bm25,100.0,0.6,2,0.005,15,1,0.3943253919417714,0.2846350007167134,0.37514283510082735,735
745,bm25,100.0,0.6,2,0.005,15,2,0.4044095978858195,0.2944399999127201,0.3861047671494723,735
746,bm25,100.0,0.6,2,0.005,30,1,0.3945595839792421,0.28469288103042234,0.3751994947584432,735
747,bm25,100.0,0.6,2,0.005,30,2,0.4042923645915639,0.2943664615204746,0.3860332782306111,735
748,bm25,100.0,0.6,2,0.005,45,1,0.3946770237913384,0.28470310878289434,0.37524895993208707,735
749,bm25,100.0,0.6,2,0.005,45,2,0.4042923645915639,0.29434371163941403,0.38598079187962675,735
750,bm25,100.0,0.6,2,0.01,15,1,0.3943253919417714,0.2846350007167134,0.37514283510082735,735
751,bm25,100.0,0.6,2,0.01,15,2,0.4044095978858195,0.2944399999127201,0.3861047671494723,735
752,bm25,100.0,0.6,2,0.01,30,1,0.3945595839792421,0.2846747157261535,0.3751866818141413,735
753,bm25,100.0,0.6,2,0.01,30,2,0.4042923645915639,0.2943664615204746,0.3860332782306111,735
754,bm25,100.0,0.6,2,0.01,45,1,0.3946770237913384,0.28470310878289434,0.37524895993208707,735
755,bm25,100.0,0.6,2,0.01,45,2,0.4042923645915639,0.29434371163941403,0.38598079187962675,735
756,bm25,100.0,0.6,2,0.02,15,1,0.39444248796050674,0.28474110151246934,0.37521243991648373,735
757,bm25,100.0,0.6,2,0.02,15,2,0.4044095978858195,0.2944399999127201,0.3861047671494723,735
758,bm25,100.0,0.6,2,0.02,30,1,0.3945595839792421,0.2846747157261535,0.3751866818141413,735
759,bm25,100.0,0.6,2,0.02,30,2,0.4042923645915639,0.2943664615204746,0.3860332782306111,735
760,bm25,100.0,0.6,2,0.02,45,1,0.3946770237913384,0.28470310878289434,0.37524895993208707,735
761,bm25,100.0,0.6,2,0.02,45,2,0.4042923645915639,0.29434371163941403,0.38598079187962675,735
762,bm25,100.0,0.6,2,0.03,15,1,0.3943252546662512,0.2846599727646739,0.3751305791597078,735
763,bm25,100.0,0.6,2,0.03,15,2,0.4044095978858195,0.2944399999127201,0.3861047671494723,735
764,bm25,100.0,0.6,2,0.03,30,1,0.3945595839792421,0.2846747157261535,0.3751866818141413,735
765,bm25,100.0,0.6,2,0.03,30,2,0.4042923645915639,0.2943664615204746,0.3860332782306111,735
766,bm25,100.0,0.6,2,0.03,45,1,0.39455979049708284,0.2846184526982383,0.3751795392561546,735
767,bm25,100.0,0.6,2,0.03,45,2,0.4042923645915639,0.29434371163941403,0.38598079187962675,735
768,bm25,100.0,0.6,3,0.005,15,1,0.4230570010444568,0.3149748124884709,0.40687910742046407,735
769,bm25,100.0,0.6,3,0.005,15,2,0.41614167811881836,0.3093169194420516,0.40150046519610294,735
770,bm25,100.0,0.6,3,0.005,30,1,0.42259019696788885,0.31416351271007603,0.40567265358428406,735
771,bm25,100.0,0.6,3,0.005,30,2,0.41942929914164956,0.31451070061755704,0.4070425150226856,735
772,bm25,100.0,0.6,3,0.005,45,1,0.42270729298662424,0.3142134685014111,0.405797899815503,735
773,bm25,100.0,0.6,3,0.005,45,2,0.4209582780748584,0.3160667942209109,0.4079378840986189,735
774,bm25,100.0,0.6,3,0.01,15,1,0.42270571298825077,0.31482229259457173,0.4067582471439864,735
775,bm25,100.0,0.6,3,0.01,15,2,0.4195459856732066,0.3102495807099367,0.40215235067067845,735
776,bm25,100.0,0.6,3,0.01,30,1,0.42259019696788885,0.31416351271007603,0.40567265358428406,735
777,bm25,100.0,0.6,3,0.01,30,2,0.4225976242706115,0.3152567441125723,0.407786443849777,735
778,bm25,100.0,0.6,3,0.01,45,1,0.42270729298662424,0.3142134685014111,0.405797899815503,735
779,bm25,100.0,0.6,3,0.01,45,2,0.4201372325440228,0.3149914495691702,0.4071626854246899,735
780,bm25,100.0,0.6,3,0.02,15,1,0.42317437161423255,0.3151429668117977,0.407218975757628,735
