"person";"skill";"category"
"32";"Angular Generalist";"JavaScript Frameworks"
"32";"jQuery";"Webentwicklung"
"32";"knockout";"JavaScript Frameworks"
"32";"XML/XSL";"Standards"
"32";"SOAP";"Standards"
"32";"REST";"Standards"
"32";"CORBA";"Standards"
"32";"SSL";"Standards"
"32";"TCP/IP";"Standards"
"32";"JBoss";"Applikationsserver"
"32";"Tomcat";"Applikationsserver"
"32";"Apache";"Applikationsserver"
"32";"Internet Information Services (IIS)";"Applikationsserver"
"32";"WSUS";"Dienste"
"32";"Active Directory";"Dienste"
"32";"DHCP";"Dienste"
"32";"DNS";"Dienste"
"32";"DynDNS";"Dienste"
"32";"UML";"Technik/Tools"
"32";"Public Key Infrastructures (PKI)";"Technik/Tools"
"32";"Service Oriented Architecture (SOA)";"Technik/Tools"
"32";"HTML";"Webentwicklung"
"32";"HTML5";"Webentwicklung"
"32";"xHTML";"Webentwicklung"
"32";"Ajax";"Webentwicklung"
"32";"JSON";"Webentwicklung"
"32";"Sitecore";"CMS"
"32";"CVS";"CI/CD, Build- und Versionskontrollsysteme"
"32";"Ant";"CI/CD, Build- und Versionskontrollsysteme"
"32";"Team Foundation Server (TF Server)";"CI/CD, Build- und Versionskontrollsysteme"
"32";"TeamCity";"CI/CD, Build- und Versionskontrollsysteme"
"32";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"32";"Aspektorientierte Programmierung (AOP)";"Methoden und Praktiken"
"32";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"32";"Test Driven Development (TDD)";"Methoden und Praktiken"
"32";"Behaviour Driven Development (BDD)";"Methoden und Praktiken"
"32";"Dependency Injection";"Methoden und Praktiken"
"32";"Objektrelationale Abbildung (ORM)";"Methoden und Praktiken"
"32";"Continuous Integration (CI)";"Methoden und Praktiken"
"32";"Statische Codeanalyse";"Methoden und Praktiken"
"32";"Qualitätsmanagement";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"32";"Anforderungsanalyse";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"32";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"32";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"32";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"32";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"32";"Softwareeinführung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"32";"V-Modell XT";"Projektmanagement / Vorgehensmodelle"
"32";"Englisch";"Sprachen"
"32";"Russisch";"Sprachen"
"32";"JavaScript";"Programmiersprachen / Scriptsprachen"
"32";"CSS";"Webentwicklung"
"32";"SQL";"Datenbank"
"32";"Projektmanagement";"Projektmanagement / Vorgehensmodelle"
"32";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"32";"JIRA";"Issue Management"
"32";"PHP";"Webentwicklung"
"32";"MS Exchange";"Dienste"
"32";"Subversion";"CI/CD, Build- und Versionskontrollsysteme"
"32";"Visual Studio";"Umgebungen"
"33";"Windows NT/2000/XP";"Betriebssystem"
"33";"SUSE Linux";"Betriebssystem"
"33";"RedHat Linux";"Betriebssystem"
"33";"Debian";"Betriebssystem"
"33";"MAC OS X";"Betriebssystem"
"33";"Windows Vista";"Betriebssystem"
"33";"Windows 7";"Betriebssystem"
"33";"Windows Server 2003";"Betriebssystem"
"33";"Windows Server 2008";"Betriebssystem"
"33";"Windows Phone 7";"Betriebssystem"
"33";"iOS";"Betriebssystem"
"33";"Android";"Betriebssystem"
"33";"Microsoft SQL Server";"Datenbank"
"33";"PostgreSQL";"Datenbank"
"33";"MySQL";"Datenbank"
"33";"LDAP";"Datenbank"
"33";"SQL-Scripte";"Datenbank"
"33";"Java";"Programmiersprachen / Scriptsprachen"
"33";"C/C++";"Programmiersprachen / Scriptsprachen"
"33";"C#";"Programmiersprachen / Scriptsprachen"
"33";"VB.NET";"Programmiersprachen / Scriptsprachen"
"33";"VB/VBA";"Programmiersprachen / Scriptsprachen"
"33";"Python";"Programmiersprachen / Scriptsprachen"
"33";"Ruby";"Programmiersprachen / Scriptsprachen"
"33";"Delphi";"Programmiersprachen / Scriptsprachen"
"33";"Pascal";"Programmiersprachen / Scriptsprachen"
"33";"Assembler";"Programmiersprachen / Scriptsprachen"
"33";"Entwurfsmuster";"Entwicklung"
"33";"Access";"Entwicklung"
"33";"ASP Generalist";".NET Frameworks und Tools"
"33";"Swing";"Java Frameworks"
"33";"Google Android";"Java Frameworks"
"33";"Java EE";"Java Frameworks"
"33";"Java ME";"Java Frameworks"
"33";"JUnit";"Java Frameworks"
"33";"Struts 2";"Java Frameworks"
"33";"Hibernate";"Java Frameworks"
"33";"Log4J";"Java Frameworks"
"33";"Phyton /Jython";"Java Frameworks"
"33";"Velocity";"Java Frameworks"
"33";"Spring";"Java Frameworks"
"33";"EJB 3";"Java Frameworks"
"33";"Swing";"Java Frameworks"
"33";"SWT";"Java Frameworks"
"33";"Eclipse";"Java Frameworks"
"33";"Google Web Toolkit";"Java Frameworks"
"33";".NET Framework";".NET Frameworks und Tools"
"33";"ASP.NET";".NET Frameworks und Tools"
"33";"ASP.NET MVC-Framework";".NET Frameworks und Tools"
"33";"LINQ";".NET Frameworks und Tools"
"33";"Sharepoint Entwicklung";".NET Frameworks und Tools"
"33";"NetBeans";"Umgebungen"
"33";"IntelliJ(Idea)";"Umgebungen"
"33";"PhpStorm";"Umgebungen"
"33";"WebStorm";"Umgebungen"
"33";"Node.js";"JavaScript Frameworks"
"33";"Angular Generalist";"JavaScript Frameworks"
"33";"jQuery";"Webentwicklung"
"33";"XML/XSL";"Standards"
"33";"SOAP";"Standards"
"33";"REST";"Standards"
"33";"SSL";"Standards"
"33";"TCP/IP";"Standards"
"33";"Bugzilla";"Issue Management"
"33";"Mantis";"Issue Management"
"33";"Trac";"Issue Management"
"33";"Apache";"Applikationsserver"
"33";"Internet Information Services (IIS)";"Applikationsserver"
"33";"Postfix";"Dienste"
"33";"SendMail";"Dienste"
"33";"Open SSH";"Dienste"
"33";"gpg";"Dienste"
"33";"OpenGL";"Technik/Tools"
"33";"UML";"Technik/Tools"
"33";"ShellScripting";"Technik/Tools"
"33";"DirectX";"Technik/Tools"
"33";"Service Oriented Architecture (SOA)";"Technik/Tools"
"33";"HTML";"Webentwicklung"
"33";"HTML5";"Webentwicklung"
"33";"Ajax";"Webentwicklung"
"33";"jQuery";"Webentwicklung"
"33";"JSON";"Webentwicklung"
"33";"Symfony";"PHP"
"33";"CVS";"CI/CD, Build- und Versionskontrollsysteme"
"33";"Ant";"CI/CD, Build- und Versionskontrollsysteme"
"33";"TeamCity";"CI/CD, Build- und Versionskontrollsysteme"
"33";"Jenkins";"CI/CD, Build- und Versionskontrollsysteme"
"33";"Mercurial";"CI/CD, Build- und Versionskontrollsysteme"
"33";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"33";"OpenOffice / LibreOffice";"Produkterfahrung"
"33";"Aspektorientierte Programmierung (AOP)";"Methoden und Praktiken"
"33";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"33";"Test Driven Development (TDD)";"Methoden und Praktiken"
"33";"Behaviour Driven Development (BDD)";"Methoden und Praktiken"
"33";"Design Pattern";"Software Craftmanship"
"33";"Dependency Injection";"Methoden und Praktiken"
"33";"Objektrelationale Abbildung (ORM)";"Methoden und Praktiken"
"33";"Continuous Integration (CI)";"Methoden und Praktiken"
"33";"Statische Codeanalyse";"Methoden und Praktiken"
"33";"Qualitätsmanagement";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"33";"Anforderungsanalyse";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"33";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"33";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"33";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"33";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"33";"ITIL";"Projektmanagement / Vorgehensmodelle"
"33";"V-Modell";"Projektmanagement / Vorgehensmodelle"
"33";"V-Modell XT";"Projektmanagement / Vorgehensmodelle"
"33";"KANBAN";"Projektmanagement / Vorgehensmodelle"
"33";"ARIS";"BPM (Business Process Modelling)"
"33";"Englisch";"Sprachen"
"33";"Türkisch";"Sprachen"
"33";"CSM – Scrum Master";"Zertifizierung"
"33";"Dart";"Sonstige"
"33";"TypeScript";"JavaScript Frameworks"
"33";"TypeScript";"JavaScript Frameworks"
"33";"Microsoft Office";"Produkterfahrung"
"33";"JavaScript";"Programmiersprachen / Scriptsprachen"
"33";"CSS";"Webentwicklung"
"33";"SQL";"Datenbank"
"33";"Projektmanagement";"Projektmanagement / Vorgehensmodelle"
"33";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"33";"JIRA";"Issue Management"
"33";"PHP";"Webentwicklung"
"33";"Maven";"CI/CD, Build- und Versionskontrollsysteme"
"33";"Subversion";"CI/CD, Build- und Versionskontrollsysteme"
"33";"Visual Studio";"Umgebungen"
"33";"Flutter";"Sonstige"
"34";"Apache";"Applikationsserver"
"34";"Android";"Betriebssystem"
"34";"SUSE Linux";"Betriebssystem"
"34";"Ubuntu";"Betriebssystem"
"34";"Windows 10";"Betriebssystem"
"34";"Windows 7";"Betriebssystem"
"34";"Windows NT/2000/XP";"Betriebssystem"
"34";"Joomla";"CMS"
"34";"Microsoft SQL Server";"Datenbank"
"34";"Oracle";"Datenbank"
"34";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"34";"PhpStorm";"Umgebungen"
"34";"MySQL";"Datenbank"
"34";"Symfony";"PHP"
"34";"Pimcore";"Umgebungen"
"34";"JavaScript";"Programmiersprachen / Scriptsprachen"
"34";"PHP";"Webentwicklung"
"34";"Subversion";"CI/CD, Build- und Versionskontrollsysteme"
"35";"Backoffice Konfiguration";"SAP Commerce"
"35";"Sharepoint Entwicklung";".NET Frameworks und Tools"
"42";"MAC OS X";"Betriebssystem"
"42";"iOS";"Betriebssystem"
"42";"Android";"Betriebssystem"
"42";"MySQL";"Datenbank"
"42";"PhpStorm";"Umgebungen"
"42";"Node.js";"JavaScript Frameworks"
"42";"XML/XSL";"Standards"
"42";"SOAP";"Standards"
"42";"REST";"Standards"
"42";"Apache";"Applikationsserver"
"42";"HTML";"Webentwicklung"
"42";"HTML5";"Webentwicklung"
"42";"Ajax";"Webentwicklung"
"42";"jQuery";"Webentwicklung"
"42";"JSON";"Webentwicklung"
"42";"Symfony";"PHP"
"42";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"42";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"42";"Test Driven Development (TDD)";"Methoden und Praktiken"
"42";"Design Pattern";"Software Craftmanship"
"42";"Dependency Injection";"Methoden und Praktiken"
"42";"Objektrelationale Abbildung (ORM)";"Methoden und Praktiken"
"42";"Continuous Integration (CI)";"Methoden und Praktiken"
"42";"Statische Codeanalyse";"Methoden und Praktiken"
"42";"Qualitätsmanagement";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"42";"Anforderungsanalyse";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"42";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"42";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"42";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"42";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"42";"Softwareeinführung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"42";"Wasserfallmodel";"Projektmanagement / Vorgehensmodelle"
"42";"KANBAN";"Projektmanagement / Vorgehensmodelle"
"42";"Englisch";"Sprachen"
"42";"Russisch";"Sprachen"
"42";"Ubuntu";"Betriebssystem"
"42";"nginx";"Applikationsserver"
"42";"Laravel";"PHP"
"42";"Python";"Programmiersprachen / Scriptsprachen"
"42";"pycharm";"Sonstige"
"42";"Xcode";"Sonstige"
"42";"Gitlab";"CI/CD, Build- und Versionskontrollsysteme"
"42";"Jenkins";"CI/CD, Build- und Versionskontrollsysteme"
"42";"AWS";"Cloud Computing"
"42";"Redaxo";"CMS"
"42";"Elasticsearch";"Datenbank"
"42";"Electron";"Entwicklung"
"42";"GraphQL";"Entwicklung"
"42";"Microservices";"Entwicklung"
"42";"Softwarearchitektur";"Entwicklung"
"42";"React Native";"JavaScript Frameworks"
"42";"Vanilla JS";"JavaScript Frameworks"
"42";"Agile Methoden";"Methoden und Praktiken"
"42";"Go";"Programmiersprachen / Scriptsprachen"
"42";"Clean Code";"Software Craftmanship"
"42";"Firebase";"Sonstige"
"42";"NoSQL";"Sonstige"
"42";"Swift";"Sonstige"
"42";"TypeScript";"JavaScript Frameworks"
"42";"JavaScript";"Programmiersprachen / Scriptsprachen"
"42";"CSS";"Webentwicklung"
"42";"Projektmanagement";"Projektmanagement / Vorgehensmodelle"
"42";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"42";"Android Studio";"Sonstige"
"42";"JIRA";"Issue Management"
"42";"PHP";"Webentwicklung"
"42";"Magento";"Webentwicklung"
"42";"Deutsch";"Sprachen"
"42";"Visual Studio";"Umgebungen"
"42";"React";"Webentwicklung"
"43";"ASP.NET WebAPI";".NET Frameworks und Tools"
"43";"Entity Framework";".NET Frameworks und Tools"
"43";"Windows 10";"Betriebssystem"
"43";"Microsoft SQL Server";"Datenbank"
"43";"MySQL";"Datenbank"
"43";"Agile Methoden";"Methoden und Praktiken"
"43";"Continuous Integration (CI)";"Methoden und Praktiken"
"43";"Design Driven Development (DDD)";"Methoden und Praktiken"
"43";"Dependency Injection";"Methoden und Praktiken"
"43";"Objektrelationale Abbildung (ORM)";"Methoden und Praktiken"
"43";"Test Driven Development (TDD)";"Methoden und Praktiken"
"43";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"43";"C#";"Programmiersprachen / Scriptsprachen"
"43";"Java";"Programmiersprachen / Scriptsprachen"
"43";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"43";"Gitlab";"CI/CD, Build- und Versionskontrollsysteme"
"43";"Unity";"Sonstige"
"43";"Arabisch";"Sprachen"
"43";"Englisch";"Sprachen"
"43";"Docker";"Technik/Tools"
"43";"UML";"Technik/Tools"
"43";"Clean Code";"Software Craftmanship"
"43";"ASP.NET MVC-Framework";".NET Frameworks und Tools"
"43";".NET Framework";".NET Frameworks und Tools"
"43";"NUnit";".NET Frameworks und Tools"
"43";"LINQ";".NET Frameworks und Tools"
"43";"Entwurfsmuster";"Entwicklung"
"43";"Microservices";"Entwicklung"
"43";"Objektrelationale Abbildung (ORM)";"Methoden und Praktiken"
"43";"Hardware";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"43";"vs code";"Sonstige"
"43";"JavaScript";"Programmiersprachen / Scriptsprachen"
"43";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"43";"JIRA";"Issue Management"
"43";"PHP";"Webentwicklung"
"43";"Gitlab CI";"CI/CD, Build- und Versionskontrollsysteme"
"43";"Visual Studio";"Umgebungen"
"44";"Windows NT/2000/XP";"Betriebssystem"
"44";"Windows 7";"Betriebssystem"
"44";"MySQL";"Datenbank"
"44";"Java";"Programmiersprachen / Scriptsprachen"
"44";"JSP";"Java Frameworks"
"44";"Java EE";"Java Frameworks"
"44";"JUnit";"Java Frameworks"
"44";"Struts 2";"Java Frameworks"
"44";"Hibernate";"Java Frameworks"
"44";"Velocity";"Java Frameworks"
"44";"TestNG";"Java Frameworks"
"44";"Spring";"Java Frameworks"
"44";"Servlet/JSP";"Java Frameworks"
"44";"IntelliJ(Idea)";"Umgebungen"
"44";"JSON";"Webentwicklung"
"44";"Ant";"CI/CD, Build- und Versionskontrollsysteme"
"44";"Jenkins";"CI/CD, Build- und Versionskontrollsysteme"
"44";"Mercurial";"CI/CD, Build- und Versionskontrollsysteme"
"44";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"44";"PRINCE2";"Projektmanagement / Vorgehensmodelle"
"44";"Wasserfallmodel";"Projektmanagement / Vorgehensmodelle"
"44";"KANBAN";"Projektmanagement / Vorgehensmodelle"
"44";"BPMN";"BPM (Business Process Modelling)"
"44";"Englisch";"Sprachen"
"44";"Türkisch";"Sprachen"
"44";"SAP S4/Hana - Cloud Anbindung";"SAP Commerce"
"44";"WCMS";"SAP Commerce"
"44";"Payments";"SAP Commerce"
"44";"CSM – Scrum Master";"Zertifizierung"
"44";"Promotion / Drools Engine";"SAP Commerce"
"44";"Projektmanagement";"Projektmanagement / Vorgehensmodelle"
"44";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"44";"JIRA";"Issue Management"
"44";"Hybris";"SAP Commerce"
"44";"Maven";"CI/CD, Build- und Versionskontrollsysteme"
"44";"Subversion";"CI/CD, Build- und Versionskontrollsysteme"
"49";"Windows NT/2000/XP";"Betriebssystem"
"49";"Sun Solaris";"Betriebssystem"
"49";"RedHat Linux";"Betriebssystem"
"49";"Windows 7";"Betriebssystem"
"49";"Windows Server 2003";"Betriebssystem"
"49";"Microsoft SQL Server";"Datenbank"
"49";"Oracle";"Datenbank"
"49";"MySQL";"Datenbank"
"49";"LDAP";"Datenbank"
"49";"SQL-Scripte";"Datenbank"
"49";"MongoDB";"Datenbank"
"49";"Java";"Programmiersprachen / Scriptsprachen"
"49";"C/C++";"Programmiersprachen / Scriptsprachen"
"49";"C#";"Programmiersprachen / Scriptsprachen"
"49";"Python";"Programmiersprachen / Scriptsprachen"
"49";"Groovy";"Programmiersprachen / Scriptsprachen"
"49";"Perl";"Programmiersprachen / Scriptsprachen"
"49";"Assembler";"Programmiersprachen / Scriptsprachen"
"49";"PL/SQL";"Programmiersprachen / Scriptsprachen"
"49";"T-SQL";"Programmiersprachen / Scriptsprachen"
"49";"Entwurfsmuster";"Entwicklung"
"49";"ASP Generalist";".NET Frameworks und Tools"
"49";"Swing";"Java Frameworks"
"49";"JSP";"Java Frameworks"
"49";"Java EE";"Java Frameworks"
"49";"JUnit";"Java Frameworks"
"49";"Hibernate";"Java Frameworks"
"49";"Log4J";"Java Frameworks"
"49";"Jakarta Commons";"Java Frameworks"
"49";"Phyton /Jython";"Java Frameworks"
"49";"JSF";"Java Frameworks"
"49";"Spring";"Java Frameworks"
"49";"Servlet/JSP";"Java Frameworks"
"49";"EJB 3";"Java Frameworks"
"49";"JDBC";"Java Frameworks"
"49";"Swing";"Java Frameworks"
"49";"Eclipse";"Java Frameworks"
"49";".NET Framework";".NET Frameworks und Tools"
"49";"Windows Identity Foundation (WIF)";".NET Frameworks und Tools"
"49";"ASP.NET";".NET Frameworks und Tools"
"49";"ASP.NET MVC-Framework";".NET Frameworks und Tools"
"49";"ASP.NET WebAPI";".NET Frameworks und Tools"
"49";"Entity Framework";".NET Frameworks und Tools"
"49";"LINQ";".NET Frameworks und Tools"
"49";"NHibernate";".NET Frameworks und Tools"
"49";"NUnit";".NET Frameworks und Tools"
"49";"Node.js";"JavaScript Frameworks"
"49";"Angular Generalist";"JavaScript Frameworks"
"49";"jQuery";"Webentwicklung"
"49";"Jasmine";"JavaScript Frameworks"
"49";"XML/XSL";"Standards"
"49";"SOAP";"Standards"
"49";"REST";"Standards"
"49";"CORBA";"Standards"
"49";"SSL";"Standards"
"49";"TCP/IP";"Standards"
"49";"IBM WebSphere";"Applikationsserver"
"49";"Tomcat";"Applikationsserver"
"49";"MQSeries";"Applikationsserver"
"49";"Apache";"Applikationsserver"
"49";"Internet Information Services (IIS)";"Applikationsserver"
"49";"SendMail";"Dienste"
"49";"Open SSH";"Dienste"
"49";"samba";"Dienste"
"49";"vnc";"Dienste"
"49";"Active Directory";"Dienste"
"49";"UML";"Technik/Tools"
"49";"ShellScripting";"Technik/Tools"
"49";"X11/XWindows";"Technik/Tools"
"49";"Public Key Infrastructures (PKI)";"Technik/Tools"
"49";"PowerShell";"Technik/Tools"
"49";"HTML";"Webentwicklung"
"49";"HTML5";"Webentwicklung"
"49";"xHTML";"Webentwicklung"
"49";"Ajax";"Webentwicklung"
"49";"JSON";"Webentwicklung"
"49";"CVS";"CI/CD, Build- und Versionskontrollsysteme"
"49";"Ant";"CI/CD, Build- und Versionskontrollsysteme"
"49";"TeamCity";"CI/CD, Build- und Versionskontrollsysteme"
"49";"Jenkins";"CI/CD, Build- und Versionskontrollsysteme"
"49";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"49";"Aspektorientierte Programmierung (AOP)";"Methoden und Praktiken"
"49";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"49";"Test Driven Development (TDD)";"Methoden und Praktiken"
"49";"Behaviour Driven Development (BDD)";"Methoden und Praktiken"
"49";"Dependency Injection";"Methoden und Praktiken"
"49";"Objektrelationale Abbildung (ORM)";"Methoden und Praktiken"
"49";"Continuous Integration (CI)";"Methoden und Praktiken"
"49";"Statische Codeanalyse";"Methoden und Praktiken"
"49";"Anforderungsanalyse";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"49";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"49";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"49";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"49";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"49";"Softwareeinführung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"49";"Englisch";"Sprachen"
"49";"Spanisch";"Sprachen"
"49";"Französisch";"Sprachen"
"49";"Angular (2 und höher)";"Webentwicklung"
"49";"IntelliJ(Idea)";"Umgebungen"
"49";"Gitlab";"CI/CD, Build- und Versionskontrollsysteme"
"49";"Docker";"Technik/Tools"
"49";"RxJS";"Webentwicklung"
"49";"Redux";"Webentwicklung"
"49";"Jest";"Webentwicklung"
"49";"Keycloak";"Sonstige"
"49";"TypeScript";"JavaScript Frameworks"
"49";"JavaScript";"Programmiersprachen / Scriptsprachen"
"49";"CSS";"Webentwicklung"
"49";"SQL";"Datenbank"
"49";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"49";"JIRA";"Issue Management"
"49";"PHP";"Webentwicklung"
"49";"Subversion";"CI/CD, Build- und Versionskontrollsysteme"
"49";"React";"Webentwicklung"
"54";"Windows 7";"Betriebssystem"
"54";"iOS";"Betriebssystem"
"54";"HTML";"Webentwicklung"
"54";"TYPO3 Generalist";"TYPO3"
"54";"Adobe Indesign";"Grafik/Design"
"54";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"54";"Prozessmanagement";"Beratung"
"54";"Business Consulting";"Beratung"
"54";"IT Consulting";"Beratung"
"54";"Englisch";"Sprachen"
"54";"Schwedisch";"Sprachen"
"54";"CSM – Scrum Master";"Zertifizierung"
"54";"WordPress";"CMS"
"54";"Pimcore";"Umgebungen"
"54";"Pimcore";"Umgebungen"
"54";"Projektmanagement";"Projektmanagement / Vorgehensmodelle"
"54";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"54";"JIRA";"Issue Management"
"59";"Windows NT/2000/XP";"Betriebssystem"
"59";"SUSE Linux";"Betriebssystem"
"59";"Debian";"Betriebssystem"
"59";"BSD";"Betriebssystem"
"59";"FreeBSD";"Betriebssystem"
"59";"OpenBSD";"Betriebssystem"
"59";"MAC OS X";"Betriebssystem"
"59";"Windows Vista";"Betriebssystem"
"59";"Windows 7";"Betriebssystem"
"59";"Windows 8";"Betriebssystem"
"59";"Windows Server 2003";"Betriebssystem"
"59";"Windows Server 2008";"Betriebssystem"
"59";"Windows Server 2008 R2 /2012";"Betriebssystem"
