,data_representations,K1,B,factors,regularization,iterations,precision_at_k,map_at_k
154,tfidf,,,8,0.005,15,0.19703102541029455,0.11361095202073748
155,tfidf,,,8,0.005,30,0.19577337170456327,0.11301467894566977
156,tfidf,,,8,0.01,10,0.19254760766003964,0.1110591972450592
157,tfidf,,,8,0.01,15,0.1968210168440284,0.11348568475511327
158,tfidf,,,8,0.01,30,0.19305947408103008,0.11431393007307603
159,tfidf,,,8,0.02,10,0.1825376834622411,0.10763209261614978
160,tfidf,,,8,0.02,15,0.19478385331695594,0.11267559536579894
161,tfidf,,,8,0.02,30,0.19459260698356445,0.11148448799100526
162,tfidf,,,9,0.005,10,0.1734322097254261,0.10024311074158983
163,tfidf,,,9,0.005,15,0.18945176236557865,0.10797249237165359
164,tfidf,,,9,0.005,30,0.19540511062341995,0.11280189395745906
165,tfidf,,,9,0.01,10,0.17715849371389367,0.10139595988997405
166,tfidf,,,9,0.01,15,0.19354060588823874,0.11391318117036242
167,tfidf,,,9,0.01,30,0.19320226348353972,0.11351899682815422
168,tfidf,,,9,0.02,10,0.17343791188356975,0.10079782457262401
169,tfidf,,,9,0.02,15,0.19319066787868383,0.11318886039757717
170,tfidf,,,9,0.02,30,0.19467657409831504,0.11696165656441312
171,tfidf,,,10,0.005,10,0.18858265023515033,0.11128213997626202
172,tfidf,,,10,0.005,15,0.20637122340570696,0.12217782282739728
173,tfidf,,,10,0.005,30,0.19771267684590374,0.12150486798551048
174,tfidf,,,10,0.01,10,0.19645523548747215,0.11603500420825338
175,tfidf,,,10,0.01,15,0.19932004987380195,0.11703770029842879
176,tfidf,,,10,0.01,30,0.21144569356965398,0.13041182285205968
177,tfidf,,,10,0.02,10,0.19574926109785262,0.11616979588964324
178,tfidf,,,10,0.02,15,0.20145257539895772,0.1202156800985847
179,tfidf,,,10,0.02,30,0.21369454103160077,0.1304843504774246
180,tfidf,,,15,0.005,10,0.19648641693624525,0.11367020335535612
181,tfidf,,,15,0.005,15,0.2077487752323174,0.12625902378697842
182,tfidf,,,15,0.005,30,0.20871074238902426,0.12052422680901227
183,tfidf,,,15,0.01,10,0.1996894615480047,0.11996148926132562
184,tfidf,,,15,0.01,15,0.20521002111002445,0.12156695653754705
185,tfidf,,,15,0.01,30,0.20188500198132076,0.11676673296749414
186,tfidf,,,15,0.02,10,0.2018560059695556,0.11815289155346324
187,tfidf,,,15,0.02,15,0.21186872500950676,0.1273389861312401
188,tfidf,,,15,0.02,30,0.21272958929842792,0.1252895289298465
189,bm25,50.0,0.75,3,0.005,10,0.14092440990847627,0.07891615294349763
190,bm25,50.0,0.75,3,0.005,15,0.1342640249907263,0.07036691559576976
191,bm25,50.0,0.75,3,0.005,30,0.1483577856750376,0.0834948295435807
192,bm25,50.0,0.75,3,0.01,10,0.135965237248417,0.07418638264975339
193,bm25,50.0,0.75,3,0.01,15,0.14140865940144984,0.07705651230186934
194,bm25,50.0,0.75,3,0.01,30,0.14977437373093838,0.0843351147234949
195,bm25,50.0,0.75,3,0.02,10,0.14056876361554282,0.08019805977852348
196,bm25,50.0,0.75,3,0.02,15,0.1362657746986145,0.07424229192331613
197,bm25,50.0,0.75,3,0.02,30,0.1554375368418436,0.08684605712237722
198,bm25,50.0,0.75,6,0.005,10,0.16478394270584032,0.0951407386121071
199,bm25,50.0,0.75,6,0.005,15,0.1835083991126322,0.10904213498361344
200,bm25,50.0,0.75,6,0.005,30,0.18476489097005783,0.1088412870380906
201,bm25,50.0,0.75,6,0.01,10,0.1590348164425605,0.09070802668042235
202,bm25,50.0,0.75,6,0.01,15,0.18948994127655733,0.11098142420284011
203,bm25,50.0,0.75,6,0.01,30,0.1815727371591313,0.10630151788005975
204,bm25,50.0,0.75,6,0.02,10,0.16573109591409044,0.09437512788284853
205,bm25,50.0,0.75,6,0.02,15,0.19093003506577944,0.11507321334631808
206,bm25,50.0,0.75,6,0.02,30,0.18570226974647783,0.1076529665816333
207,bm25,50.0,0.75,7,0.005,10,0.1721081235819098,0.09777854996227073
208,bm25,50.0,0.75,7,0.005,15,0.19199743636239697,0.1094275907704773
209,bm25,50.0,0.75,7,0.005,30,0.19235962858621777,0.11106144061186081
210,bm25,50.0,0.75,7,0.01,10,0.1704488938873276,0.09721439957050142
211,bm25,50.0,0.75,7,0.01,15,0.19061645749135656,0.10828542530732829
212,bm25,50.0,0.75,7,0.01,30,0.19117440278733655,0.11210807292357716
213,bm25,50.0,0.75,7,0.02,10,0.17634847397708717,0.10099734453675921
214,bm25,50.0,0.75,7,0.02,15,0.19080086652618417,0.10953019925949974
215,bm25,50.0,0.75,7,0.02,30,0.19650076780724293,0.11329508672992131
216,bm25,50.0,0.75,8,0.005,10,0.1807527635401052,0.10465709817858933
217,bm25,50.0,0.75,8,0.005,15,0.19869602186710492,0.11674653359566663
218,bm25,50.0,0.75,8,0.005,30,0.19734662517610208,0.11917963615310803
219,bm25,50.0,0.75,8,0.01,10,0.18151217116438817,0.1060400663104299
220,bm25,50.0,0.75,8,0.01,15,0.19494423059785482,0.11305702679147225
221,bm25,50.0,0.75,8,0.01,30,0.20488564074880183,0.12195554276641415
222,bm25,50.0,0.75,8,0.02,10,0.17803494569092734,0.1006606620442303
223,bm25,50.0,0.75,8,0.02,15,0.19717427081521516,0.11511567173105733
224,bm25,50.0,0.75,8,0.02,30,0.20661479312827905,0.12340617943169845
225,bm25,50.0,0.75,9,0.005,10,0.18226548778909843,0.10337840349482641
226,bm25,50.0,0.75,9,0.005,15,0.19378028629835817,0.11261084344570753
227,bm25,50.0,0.75,9,0.005,30,0.16629593562717213,0.0972613321987253
228,bm25,50.0,0.75,9,0.01,10,0.1781545763724834,0.10195864445441997
229,bm25,50.0,0.75,9,0.01,15,0.1920596358332424,0.11313220183219452
230,bm25,50.0,0.75,9,0.01,30,0.1817797699989619,0.10612662380840769
231,bm25,50.0,0.75,9,0.02,10,0.17768593592590912,0.10184608442916901
232,bm25,50.0,0.75,9,0.02,15,0.1977874907436989,0.11610116661637482
233,bm25,50.0,0.75,9,0.02,30,0.17921091537031547,0.10509061535031342
234,bm25,50.0,0.75,10,0.005,10,0.1940035068480713,0.11234007724557449
235,bm25,50.0,0.75,10,0.005,15,0.20645185880866518,0.11862468603935368
236,bm25,50.0,0.75,10,0.005,30,0.20450938267274554,0.11983671910730036
237,bm25,50.0,0.75,10,0.01,10,0.1946167062092276,0.11341795021585814
238,bm25,50.0,0.75,10,0.01,15,0.19762491568024915,0.11660483997217921
239,bm25,50.0,0.75,10,0.01,30,0.20853768320563743,0.11947147142043557
240,bm25,50.0,0.75,10,0.02,10,0.1856862965741024,0.10824699303339316
241,bm25,50.0,0.75,10,0.02,15,0.20215068853926144,0.11941429747946937
242,bm25,50.0,0.75,10,0.02,30,0.2078263838018743,0.12299364565596885
243,bm25,50.0,0.75,15,0.005,10,0.18803675928797337,0.1089508589849472
244,bm25,50.0,0.75,15,0.005,15,0.18875755572374495,0.11027648471239274
245,bm25,50.0,0.75,15,0.005,30,0.17401039732466947,0.100812790353524
246,bm25,50.0,0.75,15,0.01,10,0.19381729645282164,0.1136458315960511
247,bm25,50.0,0.75,15,0.01,15,0.19751255705775,0.1176132262437116
248,bm25,50.0,0.75,15,0.01,30,0.18645815800731488,0.1098220133061191
249,bm25,50.0,0.75,15,0.02,10,0.19519744585206852,0.11553449251831534
250,bm25,50.0,0.75,15,0.02,15,0.1961340668051881,0.11352912924515204
251,bm25,50.0,0.75,15,0.02,30,0.18130814319637906,0.10584088764751413
252,bm25,50.0,1.0,3,0.005,10,0.12635419893075633,0.06561064375054013
253,bm25,50.0,1.0,3,0.005,15,0.14423029260007586,0.07389098528712308
254,bm25,50.0,1.0,3,0.005,30,0.1486526978362923,0.07891461318824389
255,bm25,50.0,1.0,3,0.01,10,0.12234501595827015,0.059544824535077666
256,bm25,50.0,1.0,3,0.01,15,0.13932373331077694,0.07183589018901822
257,bm25,50.0,1.0,3,0.01,30,0.1450982906654516,0.07914863846366993
258,bm25,50.0,1.0,3,0.02,10,0.12751549014604996,0.06536321907289724
259,bm25,50.0,1.0,3,0.02,15,0.1418206833300885,0.07402861202676274
260,bm25,50.0,1.0,3,0.02,30,0.1479285355015928,0.08069820316185652
261,bm25,50.0,1.0,6,0.005,10,0.15643427569551233,0.08565207232933096
262,bm25,50.0,1.0,6,0.005,15,0.17120315359557012,0.09630061418814147
263,bm25,50.0,1.0,6,0.005,30,0.17675067829171315,0.09914607690499866
264,bm25,50.0,1.0,6,0.01,10,0.15657258604694263,0.08611417638986558
265,bm25,50.0,1.0,6,0.01,15,0.17503612062664925,0.09613581011144848
266,bm25,50.0,1.0,6,0.01,30,0.1765034617104547,0.10197798112577668
267,bm25,50.0,1.0,6,0.02,10,0.15420098435444016,0.08557280797632105
268,bm25,50.0,1.0,6,0.02,15,0.18317902792920976,0.10326226854306006
269,bm25,50.0,1.0,6,0.02,30,0.17838080221157945,0.09826548756870501
270,bm25,50.0,1.0,7,0.005,10,0.16504255180519306,0.08788669436729678
271,bm25,50.0,1.0,7,0.005,15,0.1763827002815511,0.09740282140409415
272,bm25,50.0,1.0,7,0.005,30,0.1847669058613151,0.10748967881966362
273,bm25,50.0,1.0,7,0.01,10,0.1654246738671071,0.08792480670271935
274,bm25,50.0,1.0,7,0.01,15,0.1839142390693556,0.10300987419197001
275,bm25,50.0,1.0,7,0.01,30,0.18115227137970438,0.10336428891149958
276,bm25,50.0,1.0,7,0.02,10,0.16813761986373826,0.09023941617485239
277,bm25,50.0,1.0,7,0.02,15,0.1772163731132277,0.09634756660969453
278,bm25,50.0,1.0,7,0.02,30,0.19204804852507276,0.11217147366333138
279,bm25,50.0,1.0,8,0.005,10,0.16807120996230152,0.09112036870894054
280,bm25,50.0,1.0,8,0.005,15,0.19151453070646787,0.10796462906954474
281,bm25,50.0,1.0,8,0.005,30,0.19333390733016026,0.11275153292732967
282,bm25,50.0,1.0,8,0.01,10,0.16244972787866274,0.08852435278125091
283,bm25,50.0,1.0,8,0.01,15,0.17356371981069835,0.09371526466774895
284,bm25,50.0,1.0,8,0.01,30,0.20085664254823227,0.1148016288067211
285,bm25,50.0,1.0,8,0.02,10,0.17289604834751837,0.09365530688803272
286,bm25,50.0,1.0,8,0.02,15,0.18825522771371275,0.10239037586545477
287,bm25,50.0,1.0,8,0.02,30,0.1961574016994424,0.11215185319982077
288,bm25,50.0,1.0,9,0.005,10,0.16828026138619948,0.08986671793908363
289,bm25,50.0,1.0,9,0.005,15,0.16367231957694403,0.08922423603177869
290,bm25,50.0,1.0,9,0.005,30,0.16157714672026566,0.09180962865401453
291,bm25,50.0,1.0,9,0.01,10,0.16084246307181185,0.08664089799863674
292,bm25,50.0,1.0,9,0.01,15,0.17237908296508042,0.09507211491077708
293,bm25,50.0,1.0,9,0.01,30,0.17175643515402367,0.0969791436764839
294,bm25,50.0,1.0,9,0.02,10,0.17387131347138743,0.09380188570042883
295,bm25,50.0,1.0,9,0.02,15,0.1727127353157369,0.09609996772180243
296,bm25,50.0,1.0,9,0.02,30,0.1667342655251124,0.09471763559602817
297,bm25,50.0,1.0,10,0.005,10,0.16347082300955593,0.08802308626254476
298,bm25,50.0,1.0,10,0.005,15,0.19388729509953234,0.1095649096682992
299,bm25,50.0,1.0,10,0.005,30,0.1875147207143647,0.10718550384930166
300,bm25,50.0,1.0,10,0.01,10,0.17744109566773725,0.09621830276868829
301,bm25,50.0,1.0,10,0.01,15,0.1916635255802418,0.10596730690896465
302,bm25,50.0,1.0,10,0.01,30,0.17814040877038795,0.10124413092513049
303,bm25,50.0,1.0,10,0.02,10,0.1800113166603678,0.09791073273789902
304,bm25,50.0,1.0,10,0.02,15,0.18926974228164706,0.10653774809248166
305,bm25,50.0,1.0,10,0.02,30,0.18169698733262202,0.10126564146498604
306,bm25,50.0,1.0,15,0.005,10,0.18747027966860597,0.1053566251038394
307,bm25,50.0,1.0,15,0.005,15,0.18504825237502984,0.10365080183545519
308,bm25,50.0,1.0,15,0.005,30,0.17216181217745355,0.10026308378204027
309,bm25,50.0,1.0,15,0.01,10,0.18207014427623772,0.09888693051537557
310,bm25,50.0,1.0,15,0.01,15,0.18666428687978143,0.10276512462713686
311,bm25,50.0,1.0,15,0.01,30,0.1760300088068731,0.10014551699926007
312,bm25,50.0,1.0,15,0.02,10,0.18369143778296398,0.09986159400069766
313,bm25,50.0,1.0,15,0.02,15,0.1909254542550153,0.1059173503921079
314,bm25,50.0,1.0,15,0.02,30,0.16865039027817214,0.09762489381293875
315,bm25,100.0,0.75,3,0.005,10,0.13472670744360496,0.0728892198680348
316,bm25,100.0,0.75,3,0.005,15,0.14364679612901848,0.07956512882658218
317,bm25,100.0,0.75,3,0.005,30,0.14637133426878676,0.08139344319025485
318,bm25,100.0,0.75,3,0.01,10,0.13894016535635761,0.07546549921809172
319,bm25,100.0,0.75,3,0.01,15,0.14470390363226496,0.0789642564917523
320,bm25,100.0,0.75,3,0.01,30,0.14744460734830883,0.08089180210801945
321,bm25,100.0,0.75,3,0.02,10,0.13764353331488188,0.0759525150018828
322,bm25,100.0,0.75,3,0.02,15,0.14365346834371606,0.07912203128714254
323,bm25,100.0,0.75,3,0.02,30,0.1530896037434832,0.08662147360727099
324,bm25,100.0,0.75,6,0.005,10,0.15918962394608327,0.09375876537276859
325,bm25,100.0,0.75,6,0.005,15,0.17884848292729297,0.10537928316381577
326,bm25,100.0,0.75,6,0.005,30,0.18192546024972353,0.10564085133445981
327,bm25,100.0,0.75,6,0.01,10,0.15982694464907343,0.09101489152520852
328,bm25,100.0,0.75,6,0.01,15,0.1846043966118088,0.11029006795662717
329,bm25,100.0,0.75,6,0.01,30,0.18062405358904265,0.105086606918954
330,bm25,100.0,0.75,6,0.02,10,0.16371319133534804,0.09591058897616753
331,bm25,100.0,0.75,6,0.02,15,0.19080965031396152,0.11222760572327717
332,bm25,100.0,0.75,6,0.02,30,0.1822828511795862,0.10520029602763517
333,bm25,100.0,0.75,7,0.005,10,0.17560470449002374,0.10333392822066809
334,bm25,100.0,0.75,7,0.005,15,0.19059732876593824,0.1078395982540272
335,bm25,100.0,0.75,7,0.005,30,0.19695225976742242,0.11619804748031559
336,bm25,100.0,0.75,7,0.01,10,0.177844831335557,0.10260930720971458
337,bm25,100.0,0.75,7,0.01,15,0.19413348473811037,0.11139622569713226
338,bm25,100.0,0.75,7,0.01,30,0.19437284759917628,0.11398254644325174
339,bm25,100.0,0.75,7,0.02,10,0.1746823644461542,0.10127905632886314
340,bm25,100.0,0.75,7,0.02,15,0.18980396953303222,0.1079510750761132
341,bm25,100.0,0.75,7,0.02,30,0.19450687194602523,0.11362214275064267
342,bm25,100.0,0.75,8,0.005,10,0.16774247280514237,0.095735841940231
343,bm25,100.0,0.75,8,0.005,15,0.19738457453113278,0.11355330928943792
344,bm25,100.0,0.75,8,0.005,30,0.19687766046498312,0.11273696659952566
345,bm25,100.0,0.75,8,0.01,10,0.17736748732477645,0.10246630112781044
346,bm25,100.0,0.75,8,0.01,15,0.19470192854073992,0.11410485860171304
347,bm25,100.0,0.75,8,0.01,30,0.2029568425993198,0.11993785731035718
348,bm25,100.0,0.75,8,0.02,10,0.17628521053692275,0.10016050326348358
349,bm25,100.0,0.75,8,0.02,15,0.20514413405697995,0.12002625884859948
350,bm25,100.0,0.75,8,0.02,30,0.2029738602185817,0.12131979410579952
351,bm25,100.0,0.75,9,0.005,10,0.17038969222031838,0.09716050557722328
352,bm25,100.0,0.75,9,0.005,15,0.19075115722249078,0.11167529139255668
353,bm25,100.0,0.75,9,0.005,30,0.17660706495132011,0.10356397615343826
354,bm25,100.0,0.75,9,0.01,10,0.1695579896117689,0.09709678980994971
355,bm25,100.0,0.75,9,0.01,15,0.186734215042545,0.10767224535851413
356,bm25,100.0,0.75,9,0.01,30,0.1740496162274972,0.1043280335866168
357,bm25,100.0,0.75,9,0.02,10,0.1757894948594847,0.10014544876685638
358,bm25,100.0,0.75,9,0.02,15,0.1919077621479253,0.10940270343055225
359,bm25,100.0,0.75,9,0.02,30,0.1778061524445789,0.10569041133860617
360,bm25,100.0,0.75,10,0.005,10,0.18157499977151356,0.10636192817648993
361,bm25,100.0,0.75,10,0.005,15,0.1927102279355031,0.10840522822226388
362,bm25,100.0,0.75,10,0.005,30,0.20388400452465513,0.12049562792681953
363,bm25,100.0,0.75,10,0.01,10,0.1839334175940639,0.10627180003534256
364,bm25,100.0,0.75,10,0.01,15,0.1960379372606607,0.11295231021983872
365,bm25,100.0,0.75,10,0.01,30,0.2033268446901552,0.1203528882299127
366,bm25,100.0,0.75,10,0.02,10,0.1929630061967546,0.11337858624099113
367,bm25,100.0,0.75,10,0.02,15,0.20282936295126067,0.11604675203652973
368,bm25,100.0,0.75,10,0.02,30,0.19912257547909315,0.11726213369698968
369,bm25,100.0,0.75,15,0.005,10,0.18484668894396392,0.10557962617672241
370,bm25,100.0,0.75,15,0.005,15,0.1974234218997101,0.11356114289188146
371,bm25,100.0,0.75,15,0.005,30,0.1744726699607945,0.10152541709109122
