,data_representations,K1,B,factors,regularization,iterations,precision_at_k,map_at_k
105,Normalized,,,9,0.02,10,0.47323912895217035,0.370299726822034
106,Normalized,,,9,0.02,15,0.4865080402881312,0.3814082909055951
107,Normalized,,,9,0.02,30,0.47371641372194134,0.36769060477919785
108,Normalized,,,10,0.005,10,0.47995165016918334,0.3754338981298239
109,Normalized,,,10,0.005,15,0.4888276910099195,0.3835291816344573
110,Normalized,,,10,0.005,30,0.47692350636856967,0.3720657077180775
111,Normalized,,,10,0.01,10,0.47620171822252144,0.37153202774936755
112,Normalized,,,10,0.01,15,0.4845036748246382,0.38037632091519846
113,Normalized,,,10,0.01,30,0.4743191005583459,0.36966321501873195
114,Normalized,,,10,0.02,10,0.47152002107422153,0.3680199840655404
115,Normalized,,,10,0.02,15,0.4818108993700167,0.37647787072555705
116,Normalized,,,10,0.02,30,0.4705475614181613,0.3662375790000235
117,Normalized,,,15,0.005,10,0.48354344786855136,0.37936057198802964
118,Normalized,,,15,0.005,15,0.4992023638462129,0.3928526722804689
119,Normalized,,,15,0.005,30,0.4866286905268793,0.380934710627583
120,Normalized,,,15,0.01,10,0.4796768018731652,0.3753305872177114
121,Normalized,,,15,0.01,15,0.4940209871740877,0.38808903949937273
122,Normalized,,,15,0.01,30,0.4829963755105971,0.3759733918027465
123,Normalized,,,15,0.02,10,0.4717031855903765,0.3687052995345302
124,Normalized,,,15,0.02,15,0.48612165005055435,0.3816775612880756
125,Normalized,,,15,0.02,30,0.4755795735555665,0.36923863391300993
126,tfidf,,,3,0.005,10,0.4750553805052619,0.3689149338990278
127,tfidf,,,3,0.005,15,0.4661341422212473,0.35836427956911676
128,tfidf,,,3,0.005,30,0.4254612515349727,0.32110181939414384
129,tfidf,,,3,0.01,10,0.47516873252659925,0.3690907335416717
130,tfidf,,,3,0.01,15,0.4679038784611553,0.358968320567127
131,tfidf,,,3,0.01,30,0.42558489104714825,0.3207161507173887
132,tfidf,,,3,0.02,10,0.4733933293993154,0.36895021085659097
133,tfidf,,,3,0.02,15,0.4672023299786757,0.36010889188049866
134,tfidf,,,3,0.02,30,0.4259396968910507,0.3234159181563059
135,tfidf,,,6,0.005,10,0.48130663915716987,0.37953240800776733
136,tfidf,,,6,0.005,15,0.4916078809293277,0.3888287979021839
137,tfidf,,,6,0.005,30,0.4623440954241212,0.35679732993828234
138,tfidf,,,6,0.01,10,0.4784783832278235,0.3768078857747959
139,tfidf,,,6,0.01,15,0.49136335162568023,0.38800774529785964
140,tfidf,,,6,0.01,30,0.4612861042720352,0.35706118843640644
141,tfidf,,,6,0.02,10,0.4707358545828094,0.36865990629272943
142,tfidf,,,6,0.02,15,0.48684026529270036,0.3823823830026257
143,tfidf,,,6,0.02,30,0.4628100695451015,0.35791949831166237
144,tfidf,,,7,0.005,10,0.479269090078241,0.3754037654498987
145,tfidf,,,7,0.005,15,0.4861296178030365,0.3803293481210953
146,tfidf,,,7,0.005,30,0.4595620451138003,0.3564838699225095
147,tfidf,,,7,0.01,10,0.47751331273540343,0.3740194070098384
148,tfidf,,,7,0.01,15,0.4827314497780934,0.3772549860925536
149,tfidf,,,7,0.01,30,0.4595556519212363,0.3554808058354597
150,tfidf,,,7,0.02,10,0.4744598918678939,0.3710245537525067
151,tfidf,,,7,0.02,15,0.47945078857568646,0.37304797033287235
152,tfidf,,,7,0.02,30,0.46154604046914915,0.35860736707224194
153,tfidf,,,8,0.005,10,0.4786701711845439,0.3715385205475353
154,tfidf,,,8,0.005,15,0.48018483128520223,0.37607709553180346
155,tfidf,,,8,0.005,30,0.46551595010471375,0.3586659493356109
156,tfidf,,,8,0.01,10,0.47504260714862634,0.3689107043107299
157,tfidf,,,8,0.01,15,0.4767766135704788,0.3718159095871272
158,tfidf,,,8,0.01,30,0.4653899184499144,0.3585429263059131
159,tfidf,,,8,0.02,10,0.47035067808309916,0.36507524869422314
160,tfidf,,,8,0.02,15,0.47409351451851434,0.36765170573403305
161,tfidf,,,8,0.02,30,0.46115499393886783,0.35435016009711023
162,tfidf,,,9,0.005,10,0.4828654434334142,0.37975684936675336
163,tfidf,,,9,0.005,15,0.49719391385544504,0.39241706104849816
164,tfidf,,,9,0.005,30,0.4825459353546367,0.37437535573755987
165,tfidf,,,9,0.01,10,0.4825032606763326,0.37786203396929813
166,tfidf,,,9,0.01,15,0.494965884151586,0.38950042980096067
167,tfidf,,,9,0.01,30,0.47902170975485603,0.3721471583703975
168,tfidf,,,9,0.02,10,0.47217927752034183,0.36998448824388086
169,tfidf,,,9,0.02,15,0.48674147307626886,0.3817165077374618
170,tfidf,,,9,0.02,30,0.4730152222757257,0.3673703947076582
171,tfidf,,,10,0.005,10,0.48042259696186873,0.37550176002182434
172,tfidf,,,10,0.005,15,0.488710788577874,0.38348193889012194
173,tfidf,,,10,0.005,30,0.47821571758875236,0.37219493271215875
174,tfidf,,,10,0.01,10,0.4756131888848355,0.3713978000323027
175,tfidf,,,10,0.01,15,0.48427252272943716,0.3802381478905056
176,tfidf,,,10,0.01,30,0.4737282235172834,0.36906928664141986
177,tfidf,,,10,0.02,10,0.4715194101093819,0.36782514668063226
178,tfidf,,,10,0.02,15,0.4813387024592647,0.37627239508526233
179,tfidf,,,10,0.02,30,0.46984077156019516,0.3665623138816161
180,tfidf,,,15,0.005,10,0.4838937863142382,0.37958428199314653
181,tfidf,,,15,0.005,15,0.499322644556505,0.3933345276864336
182,tfidf,,,15,0.005,30,0.48639284088724966,0.3806867464958162
183,tfidf,,,15,0.01,10,0.47955887866610214,0.375323653678568
184,tfidf,,,15,0.01,15,0.493670575143612,0.3882137099708865
185,tfidf,,,15,0.01,30,0.48287933570882624,0.3755382719861227
186,tfidf,,,15,0.02,10,0.47205335525244696,0.3687682142381017
187,tfidf,,,15,0.02,15,0.48553498837012354,0.3810970419333847
188,tfidf,,,15,0.02,30,0.4760510297939307,0.36958576526759057
189,bm25,50.0,0.75,3,0.005,10,0.4748202109785873,0.36872467000275566
190,bm25,50.0,0.75,3,0.005,15,0.46648557059006707,0.35849988970571806
191,bm25,50.0,0.75,3,0.005,30,0.425929544347598,0.32176264433615087
192,bm25,50.0,0.75,3,0.01,10,0.4749294621838095,0.3692670503498569
193,bm25,50.0,0.75,3,0.01,15,0.4668475201061059,0.3586742504177579
194,bm25,50.0,0.75,3,0.01,30,0.4248816156259842,0.3198255927241252
195,bm25,50.0,0.75,3,0.02,10,0.4744545324683713,0.36937297174906003
196,bm25,50.0,0.75,3,0.02,15,0.46696883018009816,0.3608412149505475
197,bm25,50.0,0.75,3,0.02,30,0.42465093309723007,0.3222534561718595
198,bm25,50.0,0.75,6,0.005,10,0.48153600697975707,0.3796598573634814
199,bm25,50.0,0.75,6,0.005,15,0.49137777687102613,0.38866222328222133
200,bm25,50.0,0.75,6,0.005,30,0.46294121983001374,0.35686422076244345
201,bm25,50.0,0.75,6,0.01,10,0.4784840519988591,0.37655350474902977
202,bm25,50.0,0.75,6,0.01,15,0.4904197732725228,0.3872402646106178
203,bm25,50.0,0.75,6,0.01,30,0.46022456711526577,0.35590024514166446
204,bm25,50.0,0.75,6,0.02,10,0.46990937537968575,0.36847703345553295
205,bm25,50.0,0.75,6,0.02,15,0.4869554947711453,0.3828450773347941
206,bm25,50.0,0.75,6,0.02,30,0.4629338496525059,0.35813876947504947
207,bm25,50.0,0.75,7,0.005,10,0.4800913960916306,0.3762345836984505
208,bm25,50.0,0.75,7,0.005,15,0.4851879925061092,0.3797343715031821
209,bm25,50.0,0.75,7,0.005,30,0.46108598823414815,0.3573288172999476
210,bm25,50.0,0.75,7,0.01,10,0.4780996153652367,0.37452855995789547
211,bm25,50.0,0.75,7,0.01,15,0.4830850929172378,0.3776098243468626
212,bm25,50.0,0.75,7,0.01,30,0.4597948030288201,0.3558464103683102
213,bm25,50.0,0.75,7,0.02,10,0.4745765779822463,0.3709827892412293
214,bm25,50.0,0.75,7,0.02,15,0.4795772344773372,0.37357100487078726
215,bm25,50.0,0.75,7,0.02,30,0.4607181998289455,0.3583499514602033
216,bm25,50.0,0.75,8,0.005,10,0.4790222624889536,0.3714065549531575
217,bm25,50.0,0.75,8,0.005,15,0.48042118714500714,0.376269462371998
218,bm25,50.0,0.75,8,0.005,30,0.46528413951059633,0.3584195098710003
219,bm25,50.0,0.75,8,0.01,10,0.4749273138852449,0.3684864297095301
220,bm25,50.0,0.75,8,0.01,15,0.4766585595680393,0.371905042230784
221,bm25,50.0,0.75,8,0.01,30,0.465040376126885,0.3583061818553134
222,bm25,50.0,0.75,8,0.02,10,0.4695268418490133,0.36471120932040735
223,bm25,50.0,0.75,8,0.02,15,0.47433073539507636,0.3677415914236504
224,bm25,50.0,0.75,8,0.02,30,0.4615074085739842,0.354543331680815
225,bm25,50.0,0.75,9,0.005,10,0.4826273000754918,0.3795191508614944
226,bm25,50.0,0.75,9,0.005,15,0.49660708540573156,0.39243554535731195
227,bm25,50.0,0.75,9,0.005,30,0.48324832293383524,0.3752545563250636
228,bm25,50.0,0.75,9,0.01,10,0.4818002113727141,0.3774512062171603
229,bm25,50.0,0.75,9,0.01,15,0.49461474447407844,0.38938598244117306
230,bm25,50.0,0.75,9,0.01,30,0.47879235495762495,0.3715830354658975
231,bm25,50.0,0.75,9,0.02,10,0.4733520041528898,0.3704109502535423
232,bm25,50.0,0.75,9,0.02,15,0.4858016679025199,0.38116344561259174
233,bm25,50.0,0.75,9,0.02,30,0.4733640812602964,0.36729083897615
234,bm25,50.0,0.75,10,0.005,10,0.4801861167576944,0.37570575053516336
235,bm25,50.0,0.75,10,0.005,15,0.48929748288336566,0.3839357515877707
236,bm25,50.0,0.75,10,0.005,30,0.4779749724755358,0.3721604744530457
237,bm25,50.0,0.75,10,0.01,10,0.47573062547142814,0.37135147103302163
238,bm25,50.0,0.75,10,0.01,15,0.48497751206392986,0.38087557793315074
239,bm25,50.0,0.75,10,0.01,30,0.4740847173544761,0.36949819179815957
240,bm25,50.0,0.75,10,0.02,10,0.46987354260135683,0.36695462316863614
241,bm25,50.0,0.75,10,0.02,15,0.4816932432402273,0.37636779525118425
242,bm25,50.0,0.75,10,0.02,30,0.47148559211914876,0.36760765662106043
243,bm25,50.0,0.75,15,0.005,10,0.48365812036724065,0.3798305582646878
244,bm25,50.0,0.75,15,0.005,15,0.49978965609118814,0.39343387472210767
245,bm25,50.0,0.75,15,0.005,30,0.4865051787079183,0.3809760450058555
246,bm25,50.0,0.75,15,0.01,10,0.47944040182812875,0.37520358173775603
247,bm25,50.0,0.75,15,0.01,15,0.4935521047566458,0.3879898325995407
248,bm25,50.0,0.75,15,0.01,30,0.4822930265046441,0.3753807189710005
249,bm25,50.0,0.75,15,0.02,10,0.47158420575773147,0.368738125490804
250,bm25,50.0,0.75,15,0.02,15,0.48588808110386134,0.38132106671977695
251,bm25,50.0,0.75,15,0.02,30,0.47534878172213285,0.36946802580231675
252,bm25,50.0,1.0,3,0.005,10,0.47505394669456297,0.368733347717033
253,bm25,50.0,1.0,3,0.005,15,0.46672424273935764,0.35846522318101565
254,bm25,50.0,1.0,3,0.005,30,0.42558105865015056,0.3211811124113094
255,bm25,50.0,1.0,3,0.01,10,0.47529204440206846,0.36901009201433893
256,bm25,50.0,1.0,3,0.01,15,0.46743385092432665,0.3590523665946067
257,bm25,50.0,1.0,3,0.01,30,0.42476196870574007,0.319975683351153
258,bm25,50.0,1.0,3,0.02,10,0.473515707109912,0.36885376028924205
259,bm25,50.0,1.0,3,0.02,15,0.46767309186755907,0.36157722583308594
260,bm25,50.0,1.0,3,0.02,30,0.42428988767401643,0.32234899367786185
261,bm25,50.0,1.0,6,0.005,10,0.4813025611662634,0.37940484182942286
262,bm25,50.0,1.0,6,0.005,15,0.4912550780980721,0.3884946598188468
263,bm25,50.0,1.0,6,0.005,30,0.4629363157677443,0.3568720871559172
264,bm25,50.0,1.0,6,0.01,10,0.4782442703267308,0.3761405110702697
265,bm25,50.0,1.0,6,0.01,15,0.4910063841933733,0.3877924980242454
266,bm25,50.0,1.0,6,0.01,30,0.4621009169545373,0.35739468550292913
267,bm25,50.0,1.0,6,0.02,10,0.47049990853318235,0.3691539350640665
268,bm25,50.0,1.0,6,0.02,15,0.4871864489371882,0.38279367572342815
269,bm25,50.0,1.0,6,0.02,30,0.46339824963204246,0.3582659272287493
270,bm25,50.0,1.0,7,0.005,10,0.4802095896014708,0.37607968592923613
271,bm25,50.0,1.0,7,0.005,15,0.48601168157061736,0.3799274839532468
272,bm25,50.0,1.0,7,0.005,30,0.46038147249476963,0.3564078052523359
273,bm25,50.0,1.0,7,0.01,10,0.4777482561445325,0.3744532902933185
274,bm25,50.0,1.0,7,0.01,15,0.48332012951086056,0.37787719677111953
275,bm25,50.0,1.0,7,0.01,30,0.4609674065281686,0.35627520623812686
276,bm25,50.0,1.0,7,0.02,10,0.4749298080857093,0.3712013503267558
277,bm25,50.0,1.0,7,0.02,15,0.4796923102118555,0.37344708676857263
278,bm25,50.0,1.0,7,0.02,30,0.46107079936786405,0.3583078505574563
279,bm25,50.0,1.0,8,0.005,10,0.4779687764459911,0.3708867345441252
280,bm25,50.0,1.0,8,0.005,15,0.48018602741818495,0.3757971952275442
281,bm25,50.0,1.0,8,0.005,30,0.4649293934229629,0.35878336931009475
282,bm25,50.0,1.0,8,0.01,10,0.4736330792495466,0.3674888970613967
283,bm25,50.0,1.0,8,0.01,15,0.4766552254750243,0.3717887115682424
284,bm25,50.0,1.0,8,0.01,30,0.4651544916458186,0.35863916141236857
285,bm25,50.0,1.0,8,0.02,10,0.4701103967651445,0.364686156824957
286,bm25,50.0,1.0,8,0.02,15,0.47350295853980917,0.3671287219659266
287,bm25,50.0,1.0,8,0.02,30,0.4608062171277685,0.3542627284296488
288,bm25,50.0,1.0,9,0.005,10,0.4828664870336402,0.3796043775343454
289,bm25,50.0,1.0,9,0.005,15,0.4971927868705778,0.39259580700578334
290,bm25,50.0,1.0,9,0.005,30,0.4827764666851456,0.374812922759054
291,bm25,50.0,1.0,9,0.01,10,0.48239004158804716,0.37783166698092197
292,bm25,50.0,1.0,9,0.01,15,0.49461542458703356,0.38908858283316
293,bm25,50.0,1.0,9,0.01,30,0.47902474737104017,0.37216720531598135
294,bm25,50.0,1.0,9,0.02,10,0.4732348248437182,0.37028790808251427
295,bm25,50.0,1.0,9,0.02,15,0.48580040475909725,0.3812865003092814
296,bm25,50.0,1.0,9,0.02,30,0.47406915720493414,0.36771562581953204
297,bm25,50.0,1.0,10,0.005,10,0.47995580174487873,0.375248665436863
298,bm25,50.0,1.0,10,0.005,15,0.48906520501446726,0.38364325134498095
299,bm25,50.0,1.0,10,0.005,30,0.47786207444960793,0.3721541421325284
300,bm25,50.0,1.0,10,0.01,10,0.4762024719202653,0.37159314800763454
301,bm25,50.0,1.0,10,0.01,15,0.4850914308648752,0.3806253264285896
302,bm25,50.0,1.0,10,0.01,30,0.47396497402423465,0.369389577400837
303,bm25,50.0,1.0,10,0.02,10,0.4715204439097554,0.36792528585712825
304,bm25,50.0,1.0,10,0.02,15,0.482279904920658,0.3764298419091092
305,bm25,50.0,1.0,10,0.02,30,0.47078189386245073,0.36702073292006887
306,bm25,50.0,1.0,15,0.005,10,0.4830716652046506,0.37935224779546206
307,bm25,50.0,1.0,15,0.005,15,0.49967325007946534,0.3932226806889966
308,bm25,50.0,1.0,15,0.005,30,0.4863905471689569,0.3805496491386502
309,bm25,50.0,1.0,15,0.01,10,0.47885545728653006,0.37491442489511395
310,bm25,50.0,1.0,15,0.01,15,0.4944930271154096,0.3885950841258629
311,bm25,50.0,1.0,15,0.01,30,0.48276313621494416,0.37579575085480715
312,bm25,50.0,1.0,15,0.02,10,0.4720541911236623,0.3689467934262365
313,bm25,50.0,1.0,15,0.02,15,0.48588655410866854,0.3813419827670687
314,bm25,50.0,1.0,15,0.02,30,0.4762828489767307,0.3694541787331723
315,bm25,100.0,0.75,3,0.005,10,0.4748200174861026,0.36861170503184587
316,bm25,100.0,0.75,3,0.005,15,0.4666041231505048,0.3583142594369388
317,bm25,100.0,0.75,3,0.005,30,0.4253432515176172,0.32094452849856536
318,bm25,100.0,0.75,3,0.01,10,0.4752861691131919,0.3690854983331471
319,bm25,100.0,0.75,3,0.01,15,0.46767174655066485,0.35942857111275645
320,bm25,100.0,0.75,3,0.01,30,0.425231808113263,0.3205613483777362
321,bm25,100.0,0.75,3,0.02,10,0.4744508871128511,0.36998928606520415
322,bm25,100.0,0.75,3,0.02,15,0.4664902855965252,0.3607938023476659
323,bm25,100.0,0.75,3,0.02,30,0.4247640148157902,0.32262196428464573
324,bm25,100.0,0.75,6,0.005,10,0.4816549639871936,0.3799636346861449
325,bm25,100.0,0.75,6,0.005,15,0.49137409889044503,0.38856275817314684
326,bm25,100.0,0.75,6,0.005,30,0.46235330803151625,0.35642222873606344
327,bm25,100.0,0.75,6,0.01,10,0.4782469326414578,0.3762289213993758
328,bm25,100.0,0.75,6,0.01,15,0.4900631779161693,0.38701784383156673
329,bm25,100.0,0.75,6,0.01,30,0.45998726285406233,0.3556928364927096
330,bm25,100.0,0.75,6,0.02,10,0.47074082900436415,0.3688571345922618
331,bm25,100.0,0.75,6,0.02,15,0.4867241361581036,0.382541142655896
332,bm25,100.0,0.75,6,0.02,30,0.4625786385584408,0.35749421565808875
333,bm25,100.0,0.75,7,0.005,10,0.4800937405695036,0.3761946324006596
334,bm25,100.0,0.75,7,0.005,15,0.4857796428446206,0.3802757723908761
335,bm25,100.0,0.75,7,0.005,30,0.4592099947691186,0.3562263337126297
336,bm25,100.0,0.75,7,0.01,10,0.47774900984227636,0.3743557184170641
337,bm25,100.0,0.75,7,0.01,15,0.4820200228117895,0.3768218415782047
338,bm25,100.0,0.75,7,0.01,30,0.46014984881878807,0.35588876674729947
339,bm25,100.0,0.75,7,0.02,10,0.47469132406572445,0.3712835366026127
340,bm25,100.0,0.75,7,0.02,15,0.47921903975217184,0.3733940239791651
341,bm25,100.0,0.75,7,0.02,30,0.46154208561144205,0.35889863371681613
342,bm25,100.0,0.75,8,0.005,10,0.47902069332286307,0.3716588678221651
343,bm25,100.0,0.75,8,0.005,15,0.4800685009959437,0.3756162895472984
344,bm25,100.0,0.75,8,0.005,30,0.4652853680146244,0.3585309106822893
345,bm25,100.0,0.75,8,0.01,10,0.47515603932910133,0.3686266664460867
346,bm25,100.0,0.75,8,0.01,15,0.47653731206781363,0.3719968813521108
347,bm25,100.0,0.75,8,0.01,30,0.4653952367590352,0.358642964107346
348,bm25,100.0,0.75,8,0.02,10,0.47058578382483746,0.36530438982650865
349,bm25,100.0,0.75,8,0.02,15,0.47291698677218597,0.3667819232894679
350,bm25,100.0,0.75,8,0.02,30,0.46185904467181454,0.35505315797510845
351,bm25,100.0,0.75,9,0.005,10,0.4834506484779376,0.3802924326015235
352,bm25,100.0,0.75,9,0.005,15,0.4966068886877434,0.39215164990553325
353,bm25,100.0,0.75,9,0.005,30,0.48218725279783115,0.3745317678771755
354,bm25,100.0,0.75,9,0.01,10,0.48204228018878614,0.37781752145279
355,bm25,100.0,0.75,9,0.01,15,0.49438032864514786,0.3891335480032341
356,bm25,100.0,0.75,9,0.01,30,0.48020193897946395,0.37287524944259187
357,bm25,100.0,0.75,9,0.02,10,0.47299994199402196,0.37038584658356466
358,bm25,100.0,0.75,9,0.02,15,0.4859180739142427,0.3812474219050927
359,bm25,100.0,0.75,9,0.02,30,0.47336581799883354,0.36753003735377937
360,bm25,100.0,0.75,10,0.005,10,0.4800695864016024,0.37552169627265625
361,bm25,100.0,0.75,10,0.005,15,0.489063356956917,0.38358774563232173
362,bm25,100.0,0.75,10,0.005,30,0.47798672627879224,0.3724156417789305
363,bm25,100.0,0.75,10,0.01,10,0.47514590704737525,0.3707452952697329
364,bm25,100.0,0.75,10,0.01,15,0.48403154169882245,0.3800907895714774
365,bm25,100.0,0.75,10,0.01,30,0.47361548568628925,0.3691900967377047
366,bm25,100.0,0.75,10,0.02,10,0.4714042313905173,0.36790102113767115
367,bm25,100.0,0.75,10,0.02,15,0.48216433599132047,0.3765856384705089
368,bm25,100.0,0.75,10,0.02,30,0.4701939182790168,0.3664121547080673
369,bm25,100.0,0.75,15,0.005,10,0.48318670977929346,0.3790899564356504
370,bm25,100.0,0.75,15,0.005,15,0.4997906898915616,0.3936062563645025
371,bm25,100.0,0.75,15,0.005,30,0.4857996701278943,0.3801461757144474
372,bm25,100.0,0.75,15,0.01,10,0.4794419124491201,0.3750975394751248
