,data_representations,K1,B,factors,regularization,iterations,precision_at_k,map_at_k
372,bm25,100.0,0.75,15,0.01,10,0.5074828426441664,0.39211906178515765
373,bm25,100.0,0.75,15,0.01,15,0.5061941450269732,0.3918917814898474
374,bm25,100.0,0.75,15,0.01,30,0.5027851052695543,0.39077144828790844
375,bm25,100.0,0.75,15,0.02,10,0.5085410674453013,0.39239065815841856
376,bm25,100.0,0.75,15,0.02,15,0.5063126284392955,0.3917593678941144
377,bm25,100.0,0.75,15,0.02,30,0.5029033085792469,0.3907366295508757
378,bm25,100.0,1.0,3,0.005,10,0.3918779885579328,0.2700194346321639
379,bm25,100.0,1.0,3,0.005,15,0.39775125795943295,0.27669762454859015
380,bm25,100.0,1.0,3,0.005,30,0.39809241709527554,0.2784722383439295
381,bm25,100.0,1.0,3,0.01,10,0.3936446709307971,0.2717607387888542
382,bm25,100.0,1.0,3,0.01,15,0.39680948549292794,0.27652276768073986
383,bm25,100.0,1.0,3,0.01,30,0.39844480689084977,0.27866513549934735
384,bm25,100.0,1.0,3,0.02,10,0.39482643372494663,0.2725897622548069
385,bm25,100.0,1.0,3,0.02,15,0.3971652719552838,0.27704253229377557
386,bm25,100.0,1.0,3,0.02,30,0.39844480689084977,0.27883283370589423
387,bm25,100.0,1.0,6,0.005,10,0.4736230459767878,0.35593917468594993
388,bm25,100.0,1.0,6,0.005,15,0.4735026355589474,0.3557338653596912
389,bm25,100.0,1.0,6,0.005,30,0.4725590378601006,0.35491416648746704
390,bm25,100.0,1.0,6,0.01,10,0.4739791731012061,0.3563504579674819
391,bm25,100.0,1.0,6,0.01,15,0.47361986885320295,0.35567276621654004
392,bm25,100.0,1.0,6,0.01,30,0.4726772411697932,0.3550177909675621
393,bm25,100.0,1.0,6,0.02,10,0.4737405463483169,0.3562737156098003
394,bm25,100.0,1.0,6,0.02,15,0.47373807216289554,0.35544695247229396
395,bm25,100.0,1.0,6,0.02,30,0.47291267777374146,0.3550965377799482
396,bm25,100.0,1.0,7,0.005,10,0.48752538646138055,0.3730701358585407
397,bm25,100.0,1.0,7,0.005,15,0.48692738389003304,0.3728598344701172
398,bm25,100.0,1.0,7,0.005,30,0.48775444800728424,0.3721835093444549
399,bm25,100.0,1.0,7,0.01,10,0.4863427065490497,0.37259886287290006
400,bm25,100.0,1.0,7,0.01,15,0.4870441305638182,0.3726364569894487
401,bm25,100.0,1.0,7,0.01,30,0.4881090579363622,0.37256180199776395
402,bm25,100.0,1.0,7,0.02,10,0.4871626582847138,0.3726362867843509
403,bm25,100.0,1.0,7,0.02,15,0.48692475072084773,0.37189517016786217
404,bm25,100.0,1.0,7,0.02,30,0.48775444800728424,0.3725460205769988
405,bm25,100.0,1.0,8,0.005,10,0.5005702149730838,0.386164498050393
406,bm25,100.0,1.0,8,0.005,15,0.5002200830452377,0.38543132154336374
407,bm25,100.0,1.0,8,0.005,30,0.4967028399961542,0.38329219270185977
408,bm25,100.0,1.0,8,0.01,10,0.49985853140184877,0.3849963836576988
409,bm25,100.0,1.0,8,0.01,15,0.49974637337581884,0.3854363112076464
410,bm25,100.0,1.0,8,0.01,30,0.4975312839390204,0.38385892425575674
411,bm25,100.0,1.0,8,0.02,10,0.4993872822200053,0.38518942790019495
412,bm25,100.0,1.0,8,0.02,15,0.49915888884952864,0.38499642471518886
413,bm25,100.0,1.0,8,0.02,30,0.4978802165083801,0.3837826687474605
414,bm25,100.0,1.0,9,0.005,10,0.5036042654499083,0.3906733293816861
415,bm25,100.0,1.0,9,0.005,15,0.5027795444686864,0.38963816663316153
416,bm25,100.0,1.0,9,0.005,30,0.5043064486795903,0.3914215868393474
417,bm25,100.0,1.0,9,0.01,10,0.5032449983974496,0.38936495275864
418,bm25,100.0,1.0,9,0.01,15,0.5045423299871267,0.3897577694764656
419,bm25,100.0,1.0,9,0.01,30,0.505602857379901,0.3897204917249391
420,bm25,100.0,1.0,9,0.02,10,0.5056168471521827,0.390211489271204
421,bm25,100.0,1.0,9,0.02,15,0.5061869766533006,0.39077696766581094
422,bm25,100.0,1.0,9,0.02,30,0.5064230091823987,0.38931304633227065
423,bm25,100.0,1.0,10,0.005,10,0.5105372328546232,0.394937402827491
424,bm25,100.0,1.0,10,0.005,15,0.5115910553769902,0.3957429673481706
425,bm25,100.0,1.0,10,0.005,30,0.5128824502023207,0.39840003907537985
426,bm25,100.0,1.0,10,0.01,10,0.5107676084268716,0.39482263979367715
427,bm25,100.0,1.0,10,0.01,15,0.5111160220047158,0.3952501633747211
428,bm25,100.0,1.0,10,0.01,30,0.5128852813006641,0.39844653023246257
429,bm25,100.0,1.0,10,0.02,10,0.5086482953552134,0.39274770605212256
430,bm25,100.0,1.0,10,0.02,15,0.511000294894778,0.3944518193409502
431,bm25,100.0,1.0,10,0.02,30,0.5119626560481378,0.3972220621153709
432,bm25,100.0,1.0,15,0.005,10,0.5167658622800841,0.40225034839935897
433,bm25,100.0,1.0,15,0.005,15,0.5186640373497727,0.4042131076494993
434,bm25,100.0,1.0,15,0.005,30,0.5157215691141379,0.4019665715397543
435,bm25,100.0,1.0,15,0.01,10,0.5195882497489187,0.4032034074392542
436,bm25,100.0,1.0,15,0.01,15,0.5186658346477426,0.4045578591253223
437,bm25,100.0,1.0,15,0.01,30,0.5170228469833077,0.4028304296325723
438,bm25,100.0,1.0,15,0.02,10,0.5180613327973231,0.40248473815526536
439,bm25,100.0,1.0,15,0.02,15,0.5170143687279674,0.4029847525615205
440,bm25,100.0,1.0,15,0.02,30,0.5162002056710346,0.40263833383300557
441,bm25,120.0,0.75,3,0.005,10,0.42714660945244026,0.31390881097615175
442,bm25,120.0,0.75,3,0.005,15,0.4262043698418281,0.3148074843027344
443,bm25,120.0,0.75,3,0.005,30,0.42703610034363254,0.31549153748952613
444,bm25,120.0,0.75,3,0.01,10,0.4272648127621329,0.3139727636948279
445,bm25,120.0,0.75,3,0.01,15,0.4262043698418281,0.314754150969401
446,bm25,120.0,0.75,3,0.01,30,0.42703610034363254,0.31549153748952613
447,bm25,120.0,0.75,3,0.02,10,0.4273832961744553,0.3140316582726461
448,bm25,120.0,0.75,3,0.02,15,0.4262043698418281,0.314754150969401
449,bm25,120.0,0.75,3,0.02,30,0.42703610034363254,0.3155075374895261
450,bm25,120.0,0.75,6,0.005,10,0.4791650214468978,0.36489317572308266
451,bm25,120.0,0.75,6,0.005,15,0.47963458397729475,0.36485868514791503
452,bm25,120.0,0.75,6,0.005,30,0.47892452381124995,0.364429986095455
453,bm25,120.0,0.75,6,0.01,10,0.4789286148275124,0.3648201556866528
454,bm25,120.0,0.75,6,0.01,15,0.4797530673896171,0.364865464708224
455,bm25,120.0,0.75,6,0.01,30,0.47892452381124995,0.364429986095455
456,bm25,120.0,0.75,6,0.02,10,0.47869220820812713,0.3647980354680736
457,bm25,120.0,0.75,6,0.02,15,0.4798712706993097,0.36477881989948086
458,bm25,120.0,0.75,6,0.02,30,0.47892452381124995,0.36440865276212164
459,bm25,120.0,0.75,7,0.005,10,0.48724459833683476,0.37260793412143806
460,bm25,120.0,0.75,7,0.005,15,0.48512431269672585,0.3713731910575625
461,bm25,120.0,0.75,7,0.005,30,0.48866216189469347,0.37356996145727916
462,bm25,120.0,0.75,7,0.01,10,0.4871273650425792,0.3725673835429185
463,bm25,120.0,0.75,7,0.01,15,0.48524251600641843,0.371513169199639
464,bm25,120.0,0.75,7,0.01,30,0.48866216189469347,0.37353886491811705
465,bm25,120.0,0.75,7,0.02,10,0.48677448862653455,0.372306815546949
466,bm25,120.0,0.75,7,0.02,15,0.4852415459909814,0.3715273725449781
467,bm25,120.0,0.75,7,0.02,30,0.48878036520438617,0.37357264269589485
468,bm25,120.0,0.75,8,0.005,10,0.499021213622658,0.38612635152150004
469,bm25,120.0,0.75,8,0.005,15,0.4987965693952117,0.3856877248480412
470,bm25,120.0,0.75,8,0.005,30,0.49703380602949004,0.38476380421250883
471,bm25,120.0,0.75,8,0.01,10,0.4991399641122539,0.38627589112815774
472,bm25,120.0,0.75,8,0.01,15,0.49903200599916,0.38580369605480513
473,bm25,120.0,0.75,8,0.01,30,0.49703380602949004,0.38476380421250883
474,bm25,120.0,0.75,8,0.02,10,0.49878535418317593,0.38619702680508133
475,bm25,120.0,0.75,8,0.02,15,0.4989138026894673,0.3857050439600874
476,bm25,120.0,0.75,8,0.02,30,0.49703380602949004,0.3847474107698859
477,bm25,120.0,0.75,9,0.005,10,0.49984366048529216,0.3860500640262571
478,bm25,120.0,0.75,9,0.005,15,0.5004365641673739,0.3867300962096393
479,bm25,120.0,0.75,9,0.005,30,0.5002007047278918,0.3864710687420238
480,bm25,120.0,0.75,9,0.01,10,0.4996073835734551,0.38625225175291183
481,bm25,120.0,0.75,9,0.01,15,0.5003171107396145,0.38668088884184365
482,bm25,120.0,0.75,9,0.01,30,0.5003179380221473,0.38666783376934616
483,bm25,120.0,0.75,9,0.02,10,0.4992523606086957,0.38625733279777236
484,bm25,120.0,0.75,9,0.02,15,0.5005496372972514,0.38663297214352
485,bm25,120.0,0.75,9,0.02,30,0.5006725479512253,0.387024108207719
486,bm25,120.0,0.75,10,0.005,10,0.502999643011971,0.3899173537721675
487,bm25,120.0,0.75,10,0.005,15,0.5048928468856084,0.39030555020879076
488,bm25,120.0,0.75,10,0.005,30,0.5062041685426997,0.3902654049958814
489,bm25,120.0,0.75,10,0.01,10,0.5027674517532172,0.3898614430525046
490,bm25,120.0,0.75,10,0.01,15,0.5041839644640111,0.3898717693052451
491,bm25,120.0,0.75,10,0.01,30,0.5059704556519324,0.3899524021123161
492,bm25,120.0,0.75,10,0.02,10,0.5032357413403392,0.38948885264042643
493,bm25,120.0,0.75,10,0.02,15,0.5047735308275744,0.390260390702127
494,bm25,120.0,0.75,10,0.02,30,0.5058526751777738,0.3901068634403423
495,bm25,120.0,0.75,15,0.005,10,0.5071276249757524,0.3916548432208445
496,bm25,120.0,0.75,15,0.005,15,0.5064283249385058,0.3916358535327629
497,bm25,120.0,0.75,15,0.005,30,0.5032557114001772,0.39108769137990074
498,bm25,120.0,0.75,15,0.01,10,0.5077177320682115,0.3920454996884733
499,bm25,120.0,0.75,15,0.01,15,0.5064288181333251,0.3920277419106498
500,bm25,120.0,0.75,15,0.01,30,0.5029017913839067,0.3907497669230795
501,bm25,120.0,0.75,15,0.02,10,0.508540097429864,0.3924294106846037
502,bm25,120.0,0.75,15,0.02,15,0.5064300682513918,0.391763756303123
503,bm25,120.0,0.75,15,0.02,30,0.5031381980032921,0.39085163723662963
504,bm25,120.0,1.0,3,0.005,10,0.3905804296290719,0.2679894455662377
505,bm25,120.0,1.0,3,0.005,15,0.3953929089971976,0.2743272565692972
506,bm25,120.0,1.0,3,0.005,30,0.39645420738842274,0.2749845002380922
507,bm25,120.0,1.0,3,0.01,10,0.39058291361434583,0.2687370454166883
508,bm25,120.0,1.0,3,0.01,15,0.39586667922604934,0.2750316258125549
509,bm25,120.0,1.0,3,0.01,30,0.39551093075193344,0.2743760287139295
510,bm25,120.0,1.0,3,0.02,10,0.3927049694138844,0.27104165266012187
511,bm25,120.0,1.0,3,0.02,15,0.39586570921061226,0.2755552275211473
512,bm25,120.0,1.0,3,0.02,30,0.3953777731515112,0.27512863196713366
513,bm25,120.0,1.0,6,0.005,10,0.4731532033437613,0.3554653681875761
514,bm25,120.0,1.0,6,0.005,15,0.47291375253384293,0.35525102533518216
515,bm25,120.0,1.0,6,0.005,30,0.4725608989430069,0.35470397790474406
516,bm25,120.0,1.0,6,0.01,10,0.4736250465670949,0.3560176925183083
517,bm25,120.0,1.0,6,0.01,15,0.47350185903599495,0.35543887858885254
518,bm25,120.0,1.0,6,0.01,30,0.4726791022526996,0.35484570840119806
519,bm25,120.0,1.0,6,0.02,10,0.4737422798613505,0.35636020104945715
520,bm25,120.0,1.0,6,0.02,15,0.4733846257417394,0.3550069368766485
521,bm25,120.0,1.0,6,0.02,30,0.4730337121817776,0.3550413112380775
522,bm25,120.0,1.0,7,0.005,10,0.4878787234471833,0.37315582486470367
523,bm25,120.0,1.0,7,0.005,15,0.4870453168969485,0.372548567525864
524,bm25,120.0,1.0,7,0.005,30,0.4877544578071366,0.3719993385310872
525,bm25,120.0,1.0,7,0.01,10,0.48740162569966533,0.373082801913967
526,bm25,120.0,1.0,7,0.01,15,0.4870424068506372,0.3724815322592687
527,bm25,120.0,1.0,7,0.01,30,0.48799183444195904,0.3723564824290835
528,bm25,120.0,1.0,7,0.02,10,0.48751650471619534,0.3726860781952489
529,bm25,120.0,1.0,7,0.02,15,0.487398266897782,0.3718997556084999
530,bm25,120.0,1.0,7,0.02,30,0.4878726611168293,0.3725576384703707
531,bm25,120.0,1.0,8,0.005,10,0.5001015292736302,0.38532060753886394
532,bm25,120.0,1.0,8,0.005,15,0.5005785806982411,0.38538365410086806
533,bm25,120.0,1.0,8,0.005,30,0.4965831292909737,0.3833332251399483
534,bm25,120.0,1.0,8,0.01,10,0.5000914709951673,0.3853821057282162
535,bm25,120.0,1.0,8,0.01,15,0.5001044449677847,0.38564213989011603
536,bm25,120.0,1.0,8,0.01,30,0.49634832928723893,0.38226530139695486
537,bm25,120.0,1.0,8,0.02,10,0.49879804550748236,0.3841687292846116
538,bm25,120.0,1.0,8,0.02,15,0.4989231851683068,0.38465113903321885
539,bm25,120.0,1.0,8,0.02,30,0.4977612595009434,0.38384021534027535
540,bm25,120.0,1.0,9,0.005,10,0.5040735145801247,0.3904585765314702
541,bm25,120.0,1.0,9,0.005,15,0.5031398999790926,0.38986395625358383
542,bm25,120.0,1.0,9,0.005,30,0.5046614253214428,0.3913919790372451
543,bm25,120.0,1.0,9,0.01,10,0.5013749888534862,0.38790400958012916
544,bm25,120.0,1.0,9,0.01,15,0.5025435001254023,0.3884770608964133
545,bm25,120.0,1.0,9,0.01,30,0.5016032819159719,0.38764836972973526
546,bm25,120.0,1.0,9,0.02,10,0.5057414221710745,0.39077403141777706
547,bm25,120.0,1.0,9,0.02,15,0.506894880470778,0.39078411599543844
548,bm25,120.0,1.0,9,0.02,30,0.5065438598978025,0.39007882023881313
549,bm25,120.0,1.0,10,0.005,10,0.5105381930702076,0.39484153555231966
550,bm25,120.0,1.0,10,0.005,15,0.5099476027061236,0.3945809494492169
551,bm25,120.0,1.0,10,0.005,30,0.5132385707523902,0.3986045667053042
552,bm25,120.0,1.0,10,0.01,10,0.5105350634806997,0.3953583554442708
553,bm25,120.0,1.0,10,0.01,15,0.5112387997256378,0.395807520640382
554,bm25,120.0,1.0,10,0.01,30,0.5130010071994319,0.39867070009511935
555,bm25,120.0,1.0,10,0.02,10,0.5105343542222028,0.39469857993398205
556,bm25,120.0,1.0,10,0.02,15,0.5107641859633936,0.3936723202904179
557,bm25,120.0,1.0,10,0.02,30,0.5120710681566412,0.3970530874363223
558,bm25,120.0,1.0,15,0.005,10,0.5180585568952336,0.40276684416388725
559,bm25,120.0,1.0,15,0.005,15,0.5191312782275052,0.4049895104024161
560,bm25,120.0,1.0,15,0.005,30,0.5159594929288635,0.4019881791399982
561,bm25,120.0,1.0,15,0.01,10,0.5185276642190513,0.4030392753773396
562,bm25,120.0,1.0,15,0.01,15,0.5194824608790743,0.4050558964585843
563,bm25,120.0,1.0,15,0.01,30,0.517139942907838,0.40331396675288805
564,bm25,120.0,1.0,15,0.02,10,0.5178315649644107,0.4023887014776637
565,bm25,120.0,1.0,15,0.02,15,0.5172449768687687,0.40333160489473796
566,bm25,120.0,1.0,15,0.02,30,0.5163222198943604,0.4029708372522697
